POZO;FECHA;BFD;TIPO
3420;21/11/2017;81,2;VOLUMETRIC
3409;21/11/2017;346,3;VOLUMETRIC
3387;21/11/2017;1065;VOLUMETRIC
3378;21/11/2017;832;VOLUMETRIC
3330;21/11/2017;143,4;VOLUMETRIC
3248;21/11/2017;1035;VOLUMETRIC
3124;21/11/2017;828,4;VOLUMETRIC
3109;21/11/2017;328;VOLUMETRIC
3059;21/11/2017;637,8;VOLUMETRIC
2949;21/11/2017;668,1;VOLUMETRIC
2937;21/11/2017;1460;VOLUMETRIC
2873;21/11/2017;459,1;VOLUMETRIC
2837;21/11/2017;545,4;VOLUMETRIC
2695;21/11/2017;1131;VOLUMETRIC
2675;21/11/2017;298;VOLUMETRIC
2661;21/11/2017;718,7;VOLUMETRIC
2655;21/11/2017;454,4;VOLUMETRIC
2590;21/11/2017;965;VOLUMETRIC
2548;21/11/2017;247,8;VOLUMETRIC
2532;21/11/2017;941,09;VOLUMETRIC
2494;21/11/2017;1070;VOLUMETRIC
2444;21/11/2017;737;VOLUMETRIC
2276;21/11/2017;833,6;VOLUMETRIC
2260;21/11/2017;252,5;VOLUMETRIC
2246;21/11/2017;670,96;VOLUMETRIC
2195;21/11/2017;1121;VOLUMETRIC
2172;21/11/2017;553,2;VOLUMETRIC
2124;21/11/2017;483;VOLUMETRIC
2122;21/11/2017;189;VOLUMETRIC
2044;21/11/2017;225,9;VOLUMETRIC
1710;21/11/2017;279,78;VOLUMETRIC
1589;21/11/2017;626;VOLUMETRIC
1315;21/11/2017;12,12;VOLUMETRIC
1246;21/11/2017;56,33;VOLUMETRIC
1230;21/11/2017;339;VOLUMETRIC
1189;21/11/2017;42,15;VOLUMETRIC
1168;21/11/2017;12;VOLUMETRIC
823;21/11/2017;929,7;VOLUMETRIC
758;21/11/2017;11;VOLUMETRIC
745;21/11/2017;262;VOLUMETRIC
632;21/11/2017;319;VOLUMETRIC
607;21/11/2017;12;VOLUMETRIC
3909;20/11/2017;683,4;VOLUMETRIC
3764;20/11/2017;474;VOLUMETRIC
3637;20/11/2017;1178;VOLUMETRIC
3619;20/11/2017;678,6;VOLUMETRIC
3618;20/11/2017;311,9;VOLUMETRIC
3457;20/11/2017;792,2;VOLUMETRIC
3439;20/11/2017;108,2;VOLUMETRIC
3373;20/11/2017;525;VOLUMETRIC
3351;20/11/2017;681,4;VOLUMETRIC
3220;20/11/2017;516;VOLUMETRIC
3111;20/11/2017;1018;VOLUMETRIC
2991;20/11/2017;296,8;VOLUMETRIC
2887;20/11/2017;216,6;VOLUMETRIC
2883;20/11/2017;207,2;VOLUMETRIC
2873;20/11/2017;494,27;VOLUMETRIC
2838;20/11/2017;354,4;VOLUMETRIC
2805;20/11/2017;312,9;VOLUMETRIC
2804;20/11/2017;619,3;VOLUMETRIC
2795;20/11/2017;493,3;VOLUMETRIC
2790;20/11/2017;23,4;VOLUMETRIC
2739;20/11/2017;1139;VOLUMETRIC
2683;20/11/2017;433,7;VOLUMETRIC
2669;20/11/2017;603;VOLUMETRIC
2604;20/11/2017;459,4;VOLUMETRIC
2442;20/11/2017;371;VOLUMETRIC
2436;20/11/2017;134,7;VOLUMETRIC
2367;20/11/2017;89;VOLUMETRIC
2351;20/11/2017;187;VOLUMETRIC
2341;20/11/2017;355;VOLUMETRIC
2293;20/11/2017;798,16;VOLUMETRIC
2254;20/11/2017;41,76;VOLUMETRIC
2217;20/11/2017;538,26;VOLUMETRIC
2202;20/11/2017;1067,73;VOLUMETRIC
2151;20/11/2017;1241;VOLUMETRIC
2105;20/11/2017;1376;VOLUMETRIC
1697;20/11/2017;11,7;VOLUMETRIC
1655;20/11/2017;0,9;VOLUMETRIC
1411;20/11/2017;72,08;VOLUMETRIC
1284;20/11/2017;10,13;VOLUMETRIC
1234;20/11/2017;395,3;VOLUMETRIC
1157;20/11/2017;13;VOLUMETRIC
617;20/11/2017;518;VOLUMETRIC
3913;19/11/2017;181,8;VOLUMETRIC
3789;19/11/2017;486,3;VOLUMETRIC
3651;19/11/2017;394;VOLUMETRIC
3373;19/11/2017;525;VOLUMETRIC
3330;19/11/2017;157;VOLUMETRIC
3217;19/11/2017;594;VOLUMETRIC
3125;19/11/2017;736,2;VOLUMETRIC
3112;19/11/2017;891;VOLUMETRIC
3107;19/11/2017;684;VOLUMETRIC
2968;19/11/2017;972,4;VOLUMETRIC
2941;19/11/2017;1152;VOLUMETRIC
2866;19/11/2017;329,6;VOLUMETRIC
2840;19/11/2017;1178,33;VOLUMETRIC
2789;19/11/2017;425,6;VOLUMETRIC
2672;19/11/2017;967;VOLUMETRIC
2536;19/11/2017;660,3;VOLUMETRIC
2530;19/11/2017;58,12;VOLUMETRIC
2442;19/11/2017;371;VOLUMETRIC
2389;19/11/2017;956;VOLUMETRIC
2367;19/11/2017;89;VOLUMETRIC
2341;19/11/2017;355;VOLUMETRIC
2305;19/11/2017;424,28;VOLUMETRIC
2293;19/11/2017;798,16;VOLUMETRIC
2282;19/11/2017;865,8;VOLUMETRIC
2278;19/11/2017;872,4;VOLUMETRIC
2170;19/11/2017;550;VOLUMETRIC
1708;19/11/2017;50,67;VOLUMETRIC
1538;19/11/2017;0,9;VOLUMETRIC
1246;19/11/2017;45,29;VOLUMETRIC
1170;19/11/2017;54;VOLUMETRIC
928;19/11/2017;616,6;VOLUMETRIC
917;19/11/2017;104;VOLUMETRIC
882;19/11/2017;818;VOLUMETRIC
783;19/11/2017;8;VOLUMETRIC
617;19/11/2017;518;VOLUMETRIC
5100;18/11/2017;29,05;VOLUMETRIC
3879;18/11/2017;415,4;VOLUMETRIC
3868;18/11/2017;132,7;VOLUMETRIC
3791;18/11/2017;1058;VOLUMETRIC
3759;18/11/2017;205;VOLUMETRIC
3748;18/11/2017;504,9;VOLUMETRIC
3619;18/11/2017;690,7;VOLUMETRIC
3444;18/11/2017;201,8;VOLUMETRIC
3203;18/11/2017;957,5;VOLUMETRIC
3120;18/11/2017;1131;VOLUMETRIC
3117;18/11/2017;413,9;VOLUMETRIC
2957;18/11/2017;820;VOLUMETRIC
2956;18/11/2017;425,6;VOLUMETRIC
2929;18/11/2017;929;VOLUMETRIC
2868;18/11/2017;839,3;VOLUMETRIC
2855;18/11/2017;469,9;VOLUMETRIC
2838;18/11/2017;362;VOLUMETRIC
2836;18/11/2017;844,8;VOLUMETRIC
2825;18/11/2017;651,6;VOLUMETRIC
2795;18/11/2017;509,4;VOLUMETRIC
2744;18/11/2017;24;VOLUMETRIC
2739;18/11/2017;1136;VOLUMETRIC
2498;18/11/2017;309;VOLUMETRIC
2495;18/11/2017;92;VOLUMETRIC
2467;18/11/2017;127,7;VOLUMETRIC
2465;18/11/2017;1077;VOLUMETRIC
2460;18/11/2017;158;VOLUMETRIC
2453;18/11/2017;423,5;VOLUMETRIC
2441;18/11/2017;425;VOLUMETRIC
2433;18/11/2017;310;VOLUMETRIC
2314;18/11/2017;676,2;VOLUMETRIC
2289;18/11/2017;892;VOLUMETRIC
2274;18/11/2017;901;VOLUMETRIC
2273;18/11/2017;819,4;VOLUMETRIC
2151;18/11/2017;1271;VOLUMETRIC
2147;18/11/2017;1229;VOLUMETRIC
2103;18/11/2017;16,95;VOLUMETRIC
2038;18/11/2017;1128;VOLUMETRIC
1867;18/11/2017;10;VOLUMETRIC
1827;18/11/2017;3;VOLUMETRIC
1487;18/11/2017;152;VOLUMETRIC
1483;18/11/2017;629;VOLUMETRIC
1342;18/11/2017;84,18;VOLUMETRIC
1239;18/11/2017;251;VOLUMETRIC
1118;18/11/2017;122;VOLUMETRIC
1052;18/11/2017;1598;VOLUMETRIC
931;18/11/2017;736;VOLUMETRIC
918;18/11/2017;984;VOLUMETRIC
744;18/11/2017;461;VOLUMETRIC
C2PP4;17/11/2017;790,4;VOLUMETRIC
2200ST;17/11/2017;1104,88;VOLUMETRIC
5099;17/11/2017;15,21;VOLUMETRIC
5058;17/11/2017;13,96;VOLUMETRIC
3796;17/11/2017;273,1;VOLUMETRIC
3793;17/11/2017;917,8;VOLUMETRIC
3756;17/11/2017;309;VOLUMETRIC
3447;17/11/2017;293,6;VOLUMETRIC
3389;17/11/2017;953,86;VOLUMETRIC
3385;17/11/2017;1305;VOLUMETRIC
3204;17/11/2017;1184;VOLUMETRIC
3106;17/11/2017;168,15;VOLUMETRIC
2998;17/11/2017;129,2;VOLUMETRIC
2995;17/11/2017;394,7;VOLUMETRIC
2931;17/11/2017;92,91;VOLUMETRIC
2899;17/11/2017;683;VOLUMETRIC
2866;17/11/2017;311,8;VOLUMETRIC
2838;17/11/2017;370;VOLUMETRIC
2803;17/11/2017;999;VOLUMETRIC
2792;17/11/2017;657;VOLUMETRIC
2788;17/11/2017;160,4;VOLUMETRIC
2750;17/11/2017;9;VOLUMETRIC
2748;17/11/2017;380,25;VOLUMETRIC
2692;17/11/2017;312,4;VOLUMETRIC
2531;17/11/2017;45,09;VOLUMETRIC
2521;17/11/2017;492,65;VOLUMETRIC
2499;17/11/2017;190,91;VOLUMETRIC
2476;17/11/2017;454,2;VOLUMETRIC
2402;17/11/2017;977,57;VOLUMETRIC
2375;17/11/2017;710,8;VOLUMETRIC
2337;17/11/2017;474,96;VOLUMETRIC
2325;17/11/2017;987;VOLUMETRIC
2304;17/11/2017;375,41;VOLUMETRIC
2151;17/11/2017;1127,4;VOLUMETRIC
2103;17/11/2017;15,22;VOLUMETRIC
2094;17/11/2017;1074,83;VOLUMETRIC
1878;17/11/2017;1;VOLUMETRIC
1537;17/11/2017;1,09;VOLUMETRIC
1022;17/11/2017;422;VOLUMETRIC
976;17/11/2017;8,58;VOLUMETRIC
935;17/11/2017;26,48;VOLUMETRIC
885;17/11/2017;287,8;VOLUMETRIC
880;17/11/2017;464,05;VOLUMETRIC
876;17/11/2017;31,04;VOLUMETRIC
659;17/11/2017;21,48;VOLUMETRIC
394;17/11/2017;64,62;VOLUMETRIC
358;17/11/2017;920,4;VOLUMETRIC
723;17/11/2017;203,1;VOLUMETRIC
2570ST;16/11/2017;194,1;VOLUMETRIC
3958;16/11/2017;465;VOLUMETRIC
3944;16/11/2017;139,8;VOLUMETRIC
3868;16/11/2017;69,29;VOLUMETRIC
3858;16/11/2017;643,6;VOLUMETRIC
3792;16/11/2017;841,1;VOLUMETRIC
3756;16/11/2017;353;VOLUMETRIC
3447;16/11/2017;258,8;VOLUMETRIC
3442;16/11/2017;527,5;VOLUMETRIC
3358;16/11/2017;58;VOLUMETRIC
3325;16/11/2017;634,6;VOLUMETRIC
3201;16/11/2017;975,3;VOLUMETRIC
3126;16/11/2017;630,7;VOLUMETRIC
3065;16/11/2017;588;VOLUMETRIC
3059;16/11/2017;549,8;VOLUMETRIC
3053;16/11/2017;872,4;VOLUMETRIC
2965;16/11/2017;557;VOLUMETRIC
2956;16/11/2017;427,7;VOLUMETRIC
2940;16/11/2017;906,6;VOLUMETRIC
2938;16/11/2017;539,2;VOLUMETRIC
2914;16/11/2017;1321;VOLUMETRIC
2900;16/11/2017;475;VOLUMETRIC
2838;16/11/2017;397;VOLUMETRIC
2826;16/11/2017;236,7;VOLUMETRIC
2825;16/11/2017;668,7;VOLUMETRIC
2803;16/11/2017;1068;VOLUMETRIC
2789;16/11/2017;428;VOLUMETRIC
2778;16/11/2017;714,96;VOLUMETRIC
2767;16/11/2017;706,93;VOLUMETRIC
2748;16/11/2017;380,25;VOLUMETRIC
2606;16/11/2017;19,28;VOLUMETRIC
2496;16/11/2017;37;VOLUMETRIC
2470;16/11/2017;345,8;VOLUMETRIC
2388;16/11/2017;1095;VOLUMETRIC
2356;16/11/2017;630;VOLUMETRIC
2344;16/11/2017;914,9;VOLUMETRIC
2314;16/11/2017;700,4;VOLUMETRIC
2207;16/11/2017;605,5;VOLUMETRIC
2206;16/11/2017;756;VOLUMETRIC
2165;16/11/2017;1349;VOLUMETRIC
2139;16/11/2017;1226;VOLUMETRIC
2083;16/11/2017;668,9;VOLUMETRIC
2077;16/11/2017;133;VOLUMETRIC
1566;16/11/2017;1;VOLUMETRIC
1337;16/11/2017;1,32;VOLUMETRIC
1328;16/11/2017;77,4;VOLUMETRIC
914;16/11/2017;111,1;VOLUMETRIC
903;16/11/2017;1;VOLUMETRIC
881;16/11/2017;6,8;VOLUMETRIC
875;16/11/2017;54,66;VOLUMETRIC
874;16/11/2017;25,01;VOLUMETRIC
868;16/11/2017;459,5;VOLUMETRIC
562;16/11/2017;562;VOLUMETRIC
399;16/11/2017;246;VOLUMETRIC
256;16/11/2017;423;VOLUMETRIC
227;16/11/2017;373;VOLUMETRIC
218;16/11/2017;173;VOLUMETRIC
1311;15/11/2017;19,17;VOLUMETRIC
2849ST;15/11/2017;673,4;VOLUMETRIC
3956;15/11/2017;304,8;VOLUMETRIC
3944;15/11/2017;141,8;VOLUMETRIC
3879;15/11/2017;378,9;VOLUMETRIC
3868;15/11/2017;56,67;VOLUMETRIC
3446;15/11/2017;675,9;VOLUMETRIC
3444;15/11/2017;145,3;VOLUMETRIC
3129;15/11/2017;148,1;VOLUMETRIC
3123;15/11/2017;257,2;VOLUMETRIC
3118;15/11/2017;70,04;VOLUMETRIC
3077;15/11/2017;32,86;VOLUMETRIC
3064;15/11/2017;1290;VOLUMETRIC
3063;15/11/2017;1047;VOLUMETRIC
3043;15/11/2017;1004;VOLUMETRIC
2995;15/11/2017;379,8;VOLUMETRIC
2980;15/11/2017;687,33;VOLUMETRIC
2969;15/11/2017;716,3;VOLUMETRIC
2894;15/11/2017;757,2;VOLUMETRIC
2838;15/11/2017;358;VOLUMETRIC
2803;15/11/2017;985;VOLUMETRIC
2748;15/11/2017;403,86;VOLUMETRIC
2691;15/11/2017;312,76;VOLUMETRIC
2676;15/11/2017;1023;VOLUMETRIC
2654;15/11/2017;150,1;VOLUMETRIC
2652;15/11/2017;372,6;VOLUMETRIC
2637;15/11/2017;501,5;VOLUMETRIC
2596;15/11/2017;1256,9;VOLUMETRIC
2582;15/11/2017;1201;VOLUMETRIC
2572;15/11/2017;1117,36;VOLUMETRIC
2552;15/11/2017;767,12;VOLUMETRIC
2541;15/11/2017;240,7;VOLUMETRIC
2520;15/11/2017;180,78;VOLUMETRIC
2466;15/11/2017;762,6;VOLUMETRIC
2418;15/11/2017;559;VOLUMETRIC
2403;15/11/2017;644,2;VOLUMETRIC
2400;15/11/2017;40,42;VOLUMETRIC
2385;15/11/2017;1057,8;VOLUMETRIC
2232;15/11/2017;1386,88;VOLUMETRIC
2196;15/11/2017;1163,86;VOLUMETRIC
2181;15/11/2017;181,73;VOLUMETRIC
2102;15/11/2017;1125;VOLUMETRIC
2085;15/11/2017;522,8;VOLUMETRIC
1214;15/11/2017;1076,74;VOLUMETRIC
1203;15/11/2017;136,53;VOLUMETRIC
1084;15/11/2017;996,8;VOLUMETRIC
511;15/11/2017;857,49;VOLUMETRIC
2570ST;14/11/2017;165,9;VOLUMETRIC
3785;14/11/2017;138,8;VOLUMETRIC
3775;14/11/2017;839,6;VOLUMETRIC
3655;14/11/2017;586,6;VOLUMETRIC
3624;14/11/2017;921,1;VOLUMETRIC
3511;14/11/2017;1295;VOLUMETRIC
3453;14/11/2017;203,1;VOLUMETRIC
3452;14/11/2017;710,5;VOLUMETRIC
3218;14/11/2017;563,43;VOLUMETRIC
3145;14/11/2017;916,5;VOLUMETRIC
3076;14/11/2017;405,8;VOLUMETRIC
3053;14/11/2017;877,4;VOLUMETRIC
3041;14/11/2017;885,1;VOLUMETRIC
2881;14/11/2017;652,2;VOLUMETRIC
2838;14/11/2017;398;VOLUMETRIC
2816;14/11/2017;429,1;VOLUMETRIC
2803;14/11/2017;1002;VOLUMETRIC
2748;14/11/2017;387,86;VOLUMETRIC
2744;14/11/2017;63,13;VOLUMETRIC
2683;14/11/2017;420,3;VOLUMETRIC
2676;14/11/2017;1001;VOLUMETRIC
2652;14/11/2017;347,8;VOLUMETRIC
2608;14/11/2017;897,2;VOLUMETRIC
2600;14/11/2017;923,55;VOLUMETRIC
2542;14/11/2017;143,1;VOLUMETRIC
2540;14/11/2017;185,77;VOLUMETRIC
2452;14/11/2017;109,4;VOLUMETRIC
2372;14/11/2017;328,9;VOLUMETRIC
2362;14/11/2017;141,01;VOLUMETRIC
2325;14/11/2017;1017;VOLUMETRIC
2320;14/11/2017;383,3;VOLUMETRIC
2283;14/11/2017;464,39;VOLUMETRIC
2235;14/11/2017;466,11;VOLUMETRIC
2210;14/11/2017;882,08;VOLUMETRIC
2204;14/11/2017;178;VOLUMETRIC
2132;14/11/2017;260,86;VOLUMETRIC
2123;14/11/2017;34,61;VOLUMETRIC
2114;14/11/2017;1051,15;VOLUMETRIC
2057;14/11/2017;960,4;VOLUMETRIC
2027;14/11/2017;592;VOLUMETRIC
1816;14/11/2017;473,22;VOLUMETRIC
1737;14/11/2017;1;VOLUMETRIC
1597;14/11/2017;143,48;VOLUMETRIC
1479;14/11/2017;7,67;VOLUMETRIC
1200;14/11/2017;86,07;VOLUMETRIC
885;14/11/2017;262,5;VOLUMETRIC
775;14/11/2017;299;VOLUMETRIC
3919;13/11/2017;766,1;VOLUMETRIC
3785;13/11/2017;137,7;VOLUMETRIC
3781;13/11/2017;89,75;VOLUMETRIC
3775;13/11/2017;832,9;VOLUMETRIC
3745;13/11/2017;713,1;VOLUMETRIC
3637;13/11/2017;1166;VOLUMETRIC
3320;13/11/2017;962,1;VOLUMETRIC
3247;13/11/2017;579,3;VOLUMETRIC
3056;13/11/2017;566;VOLUMETRIC
3043;13/11/2017;1001;VOLUMETRIC
2922;13/11/2017;1004;VOLUMETRIC
2847;13/11/2017;57,08;VOLUMETRIC
2822;13/11/2017;528;VOLUMETRIC
2695;13/11/2017;1094;VOLUMETRIC
2640;13/11/2017;65,39;VOLUMETRIC
2613;13/11/2017;844;VOLUMETRIC
2603;13/11/2017;541,62;VOLUMETRIC
2542;13/11/2017;147,6;VOLUMETRIC
2493;13/11/2017;1156,79;VOLUMETRIC
2389;13/11/2017;593;VOLUMETRIC
2382;13/11/2017;919,03;VOLUMETRIC
2379;13/11/2017;213,4;VOLUMETRIC
2324;13/11/2017;1155;VOLUMETRIC
2321;13/11/2017;290,5;VOLUMETRIC
2298;13/11/2017;1151,21;VOLUMETRIC
2289;13/11/2017;865,24;VOLUMETRIC
2224;13/11/2017;792,81;VOLUMETRIC
2202;13/11/2017;1150,34;VOLUMETRIC
2198;13/11/2017;941;VOLUMETRIC
2170;13/11/2017;542,5;VOLUMETRIC
2102;13/11/2017;1119;VOLUMETRIC
2100;13/11/2017;432;VOLUMETRIC
2066;13/11/2017;598,5;VOLUMETRIC
2057;13/11/2017;916,4;VOLUMETRIC
1487;13/11/2017;162;VOLUMETRIC
1439;13/11/2017;3,71;VOLUMETRIC
1204;13/11/2017;19;VOLUMETRIC
1056;13/11/2017;596,52;VOLUMETRIC
745;13/11/2017;333,3;VOLUMETRIC
550;13/11/2017;152,96;VOLUMETRIC
121;13/11/2017;382,4;VOLUMETRIC
3390ST;12/11/2017;503;VOLUMETRIC
3919;12/11/2017;765,1;VOLUMETRIC
3745;12/11/2017;730,2;VOLUMETRIC
3682;12/11/2017;894,3;VOLUMETRIC
3469;12/11/2017;131,8;VOLUMETRIC
3452;12/11/2017;699,6;VOLUMETRIC
3337;12/11/2017;947,6;VOLUMETRIC
3225;12/11/2017;379,2;VOLUMETRIC
2990;12/11/2017;595;VOLUMETRIC
2953;12/11/2017;999,4;VOLUMETRIC
2929;12/11/2017;974,7;VOLUMETRIC
2901;12/11/2017;689;VOLUMETRIC
2851;12/11/2017;363,4;VOLUMETRIC
2838;12/11/2017;410;VOLUMETRIC
2818;12/11/2017;418,2;VOLUMETRIC
2812;12/11/2017;66,95;VOLUMETRIC
2803;12/11/2017;1010;VOLUMETRIC
2742;12/11/2017;305,8;VOLUMETRIC
2611;12/11/2017;337;VOLUMETRIC
2586;12/11/2017;681;VOLUMETRIC
2564;12/11/2017;713;VOLUMETRIC
2554;12/11/2017;113;VOLUMETRIC
2491;12/11/2017;1265;VOLUMETRIC
2461;12/11/2017;1101;VOLUMETRIC
2446;12/11/2017;855,9;VOLUMETRIC
2400;12/11/2017;61,17;VOLUMETRIC
2396;12/11/2017;314,6;VOLUMETRIC
2388;12/11/2017;875;VOLUMETRIC
2345;12/11/2017;84,32;VOLUMETRIC
2296;12/11/2017;887;VOLUMETRIC
2054;12/11/2017;52;VOLUMETRIC
1813;12/11/2017;1;VOLUMETRIC
1651;12/11/2017;11,88;VOLUMETRIC
1482;12/11/2017;427,2;VOLUMETRIC
1344;12/11/2017;889;VOLUMETRIC
1305;12/11/2017;3;VOLUMETRIC
1206;12/11/2017;38;VOLUMETRIC
1008;12/11/2017;612,6;VOLUMETRIC
907;12/11/2017;235;VOLUMETRIC
773;12/11/2017;25;VOLUMETRIC
761;12/11/2017;12;VOLUMETRIC
687;12/11/2017;10;VOLUMETRIC
659;12/11/2017;17;VOLUMETRIC
370;12/11/2017;19;VOLUMETRIC
86;12/11/2017;23,59;VOLUMETRIC
3104ST;11/11/2017;77;VOLUMETRIC
5050;11/11/2017;20,07;VOLUMETRIC
5049;11/11/2017;8,59;VOLUMETRIC
5048;11/11/2017;6,45;VOLUMETRIC
3781;11/11/2017;80,9;VOLUMETRIC
3764;11/11/2017;441;VOLUMETRIC
3671;11/11/2017;1096;VOLUMETRIC
3655;11/11/2017;567,4;VOLUMETRIC
3641;11/11/2017;868,7;VOLUMETRIC
3468;11/11/2017;90,58;VOLUMETRIC
3464;11/11/2017;385,3;VOLUMETRIC
3438;11/11/2017;591,7;VOLUMETRIC
3348;11/11/2017;12;VOLUMETRIC
3283;11/11/2017;183,7;VOLUMETRIC
3278;11/11/2017;545,5;VOLUMETRIC
3142;11/11/2017;137,9;VOLUMETRIC
3129;11/11/2017;171,2;VOLUMETRIC
3070;11/11/2017;1038;VOLUMETRIC
2971;11/11/2017;483,4;VOLUMETRIC
2878;11/11/2017;134,3;VOLUMETRIC
2865;11/11/2017;894,5;VOLUMETRIC
2853;11/11/2017;63,64;VOLUMETRIC
2831;11/11/2017;1183;VOLUMETRIC
2811;11/11/2017;1093;VOLUMETRIC
2673;11/11/2017;908,2;VOLUMETRIC
2664;11/11/2017;560;VOLUMETRIC
2641;11/11/2017;236;VOLUMETRIC
2630;11/11/2017;1420;VOLUMETRIC
2414;11/11/2017;142,9;VOLUMETRIC
2335;11/11/2017;1065;VOLUMETRIC
2321;11/11/2017;322,8;VOLUMETRIC
2160;11/11/2017;83;VOLUMETRIC
2152;11/11/2017;1568;VOLUMETRIC
2150;11/11/2017;234;VOLUMETRIC
2137;11/11/2017;928,7;VOLUMETRIC
1737;11/11/2017;1;VOLUMETRIC
1679;11/11/2017;386;VOLUMETRIC
1304;11/11/2017;6;VOLUMETRIC
1230;11/11/2017;379;VOLUMETRIC
1106;11/11/2017;19;VOLUMETRIC
745;11/11/2017;262;VOLUMETRIC
724;11/11/2017;1020;VOLUMETRIC
383;11/11/2017;1;VOLUMETRIC
294;11/11/2017;98;VOLUMETRIC
259;11/11/2017;356;VOLUMETRIC
218;11/11/2017;163;VOLUMETRIC
4529;10/11/2017;130,8;VOLUMETRIC
3746;10/11/2017;212,8;VOLUMETRIC
3701;10/11/2017;384;VOLUMETRIC
3685;10/11/2017;341;VOLUMETRIC
3470;10/11/2017;244,4;VOLUMETRIC
3469;10/11/2017;136,4;VOLUMETRIC
3416;10/11/2017;239;VOLUMETRIC
3309;10/11/2017;215,7;VOLUMETRIC
3282;10/11/2017;573,2;VOLUMETRIC
3274;10/11/2017;70,35;VOLUMETRIC
3212;10/11/2017;729,3;VOLUMETRIC
3112;10/11/2017;945;VOLUMETRIC
3105;10/11/2017;861,4;VOLUMETRIC
3057;10/11/2017;991;VOLUMETRIC
2941;10/11/2017;1087;VOLUMETRIC
2929;10/11/2017;983,2;VOLUMETRIC
2834;10/11/2017;166,2;VOLUMETRIC
2824;10/11/2017;280,4;VOLUMETRIC
2811;10/11/2017;1248;VOLUMETRIC
2758;10/11/2017;213;VOLUMETRIC
2746;10/11/2017;478,7;VOLUMETRIC
2743;10/11/2017;864,3;VOLUMETRIC
2642;10/11/2017;496,9;VOLUMETRIC
2516;10/11/2017;476,4;VOLUMETRIC
2509;10/11/2017;476;VOLUMETRIC
2446;10/11/2017;647,7;VOLUMETRIC
2413;10/11/2017;191,8;VOLUMETRIC
2406;10/11/2017;219,9;VOLUMETRIC
2379;10/11/2017;164;VOLUMETRIC
2368;10/11/2017;817;VOLUMETRIC
2332;10/11/2017;568;VOLUMETRIC
2328;10/11/2017;1075;VOLUMETRIC
2317;10/11/2017;329,2;VOLUMETRIC
2264;10/11/2017;988;VOLUMETRIC
2149;10/11/2017;135,6;VOLUMETRIC
1839;10/11/2017;244;VOLUMETRIC
1814;10/11/2017;1;VOLUMETRIC
1529;10/11/2017;2;VOLUMETRIC
1409;10/11/2017;1;VOLUMETRIC
1405;10/11/2017;1;VOLUMETRIC
1328;10/11/2017;50,59;VOLUMETRIC
1028;10/11/2017;108,7;VOLUMETRIC
890;10/11/2017;74;VOLUMETRIC
791;10/11/2017;170;VOLUMETRIC
242;10/11/2017;33;VOLUMETRIC
3778;9/11/2017;404,1;VOLUMETRIC
3759;9/11/2017;207;VOLUMETRIC
3643;9/11/2017;597,9;VOLUMETRIC
3468;9/11/2017;87,9;VOLUMETRIC
3437;9/11/2017;511,9;VOLUMETRIC
3330;9/11/2017;148,3;VOLUMETRIC
3283;9/11/2017;172,7;VOLUMETRIC
3230;9/11/2017;505;VOLUMETRIC
3224;9/11/2017;1208;VOLUMETRIC
3200;9/11/2017;372,4;VOLUMETRIC
3111;9/11/2017;990;VOLUMETRIC
3042;9/11/2017;877,6;VOLUMETRIC
3037;9/11/2017;83,87;VOLUMETRIC
2971;9/11/2017;472,1;VOLUMETRIC
2940;9/11/2017;867,7;VOLUMETRIC
2890;9/11/2017;528;VOLUMETRIC
2871;9/11/2017;503,6;VOLUMETRIC
2861;9/11/2017;624;VOLUMETRIC
2832;9/11/2017;797,7;VOLUMETRIC
2823;9/11/2017;768,8;VOLUMETRIC
2820;9/11/2017;473,1;VOLUMETRIC
2814;9/11/2017;827,9;VOLUMETRIC
2758;9/11/2017;213;VOLUMETRIC
2754;9/11/2017;107,5;VOLUMETRIC
2740;9/11/2017;891,4;VOLUMETRIC
2738;9/11/2017;249;VOLUMETRIC
2647;9/11/2017;893;VOLUMETRIC
2644;9/11/2017;740;VOLUMETRIC
2638;9/11/2017;698,7;VOLUMETRIC
2556;9/11/2017;908;VOLUMETRIC
2337;9/11/2017;417;VOLUMETRIC
2331;9/11/2017;755;VOLUMETRIC
2293;9/11/2017;711;VOLUMETRIC
2150;9/11/2017;230,9;VOLUMETRIC
2137;9/11/2017;933,4;VOLUMETRIC
2059;9/11/2017;556,2;VOLUMETRIC
2052;9/11/2017;489;VOLUMETRIC
2019;9/11/2017;495;VOLUMETRIC
1808;9/11/2017;17;VOLUMETRIC
1597;9/11/2017;130;VOLUMETRIC
1471;9/11/2017;1231;VOLUMETRIC
1362;9/11/2017;13;VOLUMETRIC
1329;9/11/2017;7;VOLUMETRIC
1193;9/11/2017;191;VOLUMETRIC
1120;9/11/2017;793;VOLUMETRIC
885;9/11/2017;282;VOLUMETRIC
838;9/11/2017;113,1;VOLUMETRIC
729;9/11/2017;749;VOLUMETRIC
527;9/11/2017;625;VOLUMETRIC
371;9/11/2017;239,2;VOLUMETRIC
3858;8/11/2017;748;VOLUMETRIC
3746;8/11/2017;220,3;VOLUMETRIC
3631;8/11/2017;232,1;VOLUMETRIC
3515;8/11/2017;166,7;VOLUMETRIC
3437;8/11/2017;510,6;VOLUMETRIC
3431;8/11/2017;687,7;VOLUMETRIC
3417;8/11/2017;736;VOLUMETRIC
3330;8/11/2017;242,5;VOLUMETRIC
