POZO;FECHA;BFD;TIPO
2069;23/09/2022;605,1;VOLUMETRIC
2102;23/09/2022;956,7;VOLUMETRIC
2329;23/09/2022;870,9;VOLUMETRIC
2540;23/09/2022;105;VOLUMETRIC
2679;23/09/2022;447,8;VOLUMETRIC
3063;23/09/2022;547,7;VOLUMETRIC
3092;23/09/2022;434,5;VOLUMETRIC
3434;23/09/2022;332;VOLUMETRIC
3452;23/09/2022;931,7;VOLUMETRIC
3458;23/09/2022;336,2;VOLUMETRIC
3904;23/09/2022;1047;VOLUMETRIC
3936;23/09/2022;211;VOLUMETRIC
711;23/09/2022;806,5;VOLUMETRIC
931;23/09/2022;582,4;VOLUMETRIC
2318;22/09/2022;826,8;VOLUMETRIC
2453;22/09/2022;465,7;VOLUMETRIC
3107;22/09/2022;858,8;VOLUMETRIC
3119;22/09/2022;1049;VOLUMETRIC
3167;22/09/2022;323,3;VOLUMETRIC
3306;22/09/2022;813,2;VOLUMETRIC
3634;22/09/2022;2209;VOLUMETRIC
2029ST;22/09/2022;217,5;VOLUMETRIC
2030;22/09/2022;821,6;VOLUMETRIC
2057;22/09/2022;769,6;VOLUMETRIC
2112;22/09/2022;669,7;VOLUMETRIC
2611;22/09/2022;492;VOLUMETRIC
2613;22/09/2022;747,5;VOLUMETRIC
2789;22/09/2022;278,2;VOLUMETRIC
2894;22/09/2022;517,1;VOLUMETRIC
3042;22/09/2022;999;VOLUMETRIC
3071;22/09/2022;402,4;VOLUMETRIC
3094;22/09/2022;142;VOLUMETRIC
3356;22/09/2022;441,2;VOLUMETRIC
3417;22/09/2022;800,1;VOLUMETRIC
3464;22/09/2022;822,9;VOLUMETRIC
3468;22/09/2022;38,98;VOLUMETRIC
3469;22/09/2022;289,5;VOLUMETRIC
3496;22/09/2022;129,9;VOLUMETRIC
3950;22/09/2022;837;VOLUMETRIC
4622;22/09/2022;265,9;VOLUMETRIC
4631;22/09/2022;396,6;VOLUMETRIC
4639;22/09/2022;852,7;VOLUMETRIC
914;22/09/2022;169,3;VOLUMETRIC
3126;22/09/2022;800;PROD_TEST
2625;22/09/2022;301;PROD_TEST
147;21/09/2022;358,5;VOLUMETRIC
3106;21/09/2022;264;VOLUMETRIC
3311;21/09/2022;688,3;VOLUMETRIC
371;21/09/2022;241,5;VOLUMETRIC
1054;21/09/2022;977;VOLUMETRIC
1112;21/09/2022;926,4;VOLUMETRIC
1206;21/09/2022;137,1;VOLUMETRIC
1710;21/09/2022;309,7;VOLUMETRIC
1727;21/09/2022;107,8;VOLUMETRIC
2019;21/09/2022;666,3;VOLUMETRIC
2117;21/09/2022;273,2;VOLUMETRIC
2180;21/09/2022;475,2;VOLUMETRIC
2212;21/09/2022;991;VOLUMETRIC
2314;21/09/2022;726;VOLUMETRIC
2647;21/09/2022;803,9;VOLUMETRIC
2664;21/09/2022;787,4;VOLUMETRIC
2783;21/09/2022;592,3;VOLUMETRIC
2790;21/09/2022;25,68;VOLUMETRIC
2946;21/09/2022;533,2;VOLUMETRIC
3038;21/09/2022;465,1;VOLUMETRIC
3039;21/09/2022;567;VOLUMETRIC
3063;21/09/2022;554,9;VOLUMETRIC
3470;21/09/2022;145,3;VOLUMETRIC
3496;21/09/2022;131,3;VOLUMETRIC
3950;21/09/2022;878,5;VOLUMETRIC
4620;21/09/2022;259;VOLUMETRIC
4642;21/09/2022;570,3;VOLUMETRIC
4669;21/09/2022;301,2;VOLUMETRIC
3509;21/09/2022;500;PROD_TEST
871;21/09/2022;75;PROD_TEST
1636;20/09/2022;949;VOLUMETRIC
2465;20/09/2022;611,9;VOLUMETRIC
2495;20/09/2022;514,2;VOLUMETRIC
3149;20/09/2022;375,9;VOLUMETRIC
3287;20/09/2022;317,6;VOLUMETRIC
3607;20/09/2022;758,4;VOLUMETRIC
3795;20/09/2022;1009;VOLUMETRIC
2038;20/09/2022;650,4;VOLUMETRIC
2052;20/09/2022;378;VOLUMETRIC
2164;20/09/2022;886,2;VOLUMETRIC
2209;20/09/2022;744,6;VOLUMETRIC
2406;20/09/2022;649,8;VOLUMETRIC
2704;20/09/2022;1073;VOLUMETRIC
2712;20/09/2022;923,8;VOLUMETRIC
2877;20/09/2022;503,5;VOLUMETRIC
2884;20/09/2022;564,6;VOLUMETRIC
2907;20/09/2022;85,62;VOLUMETRIC
2989;20/09/2022;1465;VOLUMETRIC
3042;20/09/2022;1019;VOLUMETRIC
3073;20/09/2022;832,4;VOLUMETRIC
3083;20/09/2022;218,9;VOLUMETRIC
4625;20/09/2022;263,5;VOLUMETRIC
4637;20/09/2022;736,6;VOLUMETRIC
4663;20/09/2022;271,3;VOLUMETRIC
5053;20/09/2022;120,8;VOLUMETRIC
716;20/09/2022;837;VOLUMETRIC
2325;20/09/2022;1750;PROD_TEST
2208;20/09/2022;170;PROD_TEST
2317;19/09/2022;492,9;VOLUMETRIC
2320;19/09/2022;1016;VOLUMETRIC
2452;19/09/2022;842;VOLUMETRIC
306;19/09/2022;9,9;VOLUMETRIC
3284;19/09/2022;205,2;VOLUMETRIC
3292;19/09/2022;862,6;VOLUMETRIC
3373;19/09/2022;588,7;VOLUMETRIC
3764;19/09/2022;1037;VOLUMETRIC
1116;19/09/2022;550,2;VOLUMETRIC
1258;19/09/2022;604;VOLUMETRIC
1471;19/09/2022;909,1;VOLUMETRIC
1868;19/09/2022;10,5;VOLUMETRIC
2042;19/09/2022;845,4;VOLUMETRIC
2114;19/09/2022;829,4;VOLUMETRIC
2351;19/09/2022;114,3;VOLUMETRIC
2810;19/09/2022;529,4;VOLUMETRIC
2851;19/09/2022;130,3;VOLUMETRIC
2880;19/09/2022;400;VOLUMETRIC
2884;19/09/2022;565,8;VOLUMETRIC
2912;19/09/2022;953,5;VOLUMETRIC
2937;19/09/2022;1110;VOLUMETRIC
3436;19/09/2022;1133;VOLUMETRIC
3437;19/09/2022;1117;VOLUMETRIC
3507;19/09/2022;62,51;VOLUMETRIC
3508;19/09/2022;221,1;VOLUMETRIC
4004;19/09/2022;352,4;VOLUMETRIC
4645;19/09/2022;250,7;VOLUMETRIC
4660;19/09/2022;492;VOLUMETRIC
5053;19/09/2022;121,3;VOLUMETRIC
5103;19/09/2022;140,2;VOLUMETRIC
612;19/09/2022;154;VOLUMETRIC
641;19/09/2022;1049;VOLUMETRIC
937;19/09/2022;689;VOLUMETRIC
121;18/09/2022;989,3;VOLUMETRIC
259;18/09/2022;151,9;VOLUMETRIC
3112;18/09/2022;932,4;VOLUMETRIC
3118;18/09/2022;483,4;VOLUMETRIC
3162;18/09/2022;103,3;VOLUMETRIC
3287;18/09/2022;286,1;VOLUMETRIC
3302;18/09/2022;496,9;VOLUMETRIC
3865;18/09/2022;461,6;VOLUMETRIC
1482;18/09/2022;355,8;VOLUMETRIC
1880;18/09/2022;650,1;VOLUMETRIC
2019;18/09/2022;670;VOLUMETRIC
2082;18/09/2022;911,4;VOLUMETRIC
2132;18/09/2022;268,2;VOLUMETRIC
2213;18/09/2022;1626;VOLUMETRIC
2258;18/09/2022;677,4;VOLUMETRIC
2330;18/09/2022;188,1;VOLUMETRIC
2440;18/09/2022;725,2;VOLUMETRIC
2659;18/09/2022;632,9;VOLUMETRIC
2804;18/09/2022;783,6;VOLUMETRIC
2855;18/09/2022;469,7;VOLUMETRIC
2962;18/09/2022;526,8;VOLUMETRIC
3044;18/09/2022;173,5;VOLUMETRIC
3431;18/09/2022;1422;VOLUMETRIC
3493;18/09/2022;1313;VOLUMETRIC
3498;18/09/2022;125,3;VOLUMETRIC
3942;18/09/2022;1039;VOLUMETRIC
4643;18/09/2022;405,7;VOLUMETRIC
5052;18/09/2022;175,9;VOLUMETRIC
5054;18/09/2022;9,88;VOLUMETRIC
918;18/09/2022;1119;VOLUMETRIC
1045;18/09/2022;225;PROD_TEST
1292;18/09/2022;20;PROD_TEST
2101;18/09/2022;1311;PROD_TEST
907;18/09/2022;134;PROD_TEST
1559;17/09/2022;119,3;VOLUMETRIC
2000;17/09/2022;297,5;VOLUMETRIC
218;17/09/2022;493,1;VOLUMETRIC
2321;17/09/2022;201,5;VOLUMETRIC
2344;17/09/2022;1124;VOLUMETRIC
2403;17/09/2022;1101;VOLUMETRIC
2465;17/09/2022;559,4;VOLUMETRIC
3123;17/09/2022;735;VOLUMETRIC
3292;17/09/2022;915,2;VOLUMETRIC
3865;17/09/2022;460,7;VOLUMETRIC
4528;17/09/2022;833,9;VOLUMETRIC
484;17/09/2022;408,3;VOLUMETRIC
2045;17/09/2022;898,4;VOLUMETRIC
2065;17/09/2022;479,8;VOLUMETRIC
2067;17/09/2022;38,26;VOLUMETRIC
2181;17/09/2022;195,2;VOLUMETRIC
2210;17/09/2022;1190;VOLUMETRIC
2267;17/09/2022;446;VOLUMETRIC
227;17/09/2022;903,2;VOLUMETRIC
2298;17/09/2022;621,1;VOLUMETRIC
2669;17/09/2022;881,3;VOLUMETRIC
2788;17/09/2022;517;VOLUMETRIC
2852;17/09/2022;103,7;VOLUMETRIC
3081;17/09/2022;536,3;VOLUMETRIC
3597;17/09/2022;531,7;VOLUMETRIC
3903;17/09/2022;606,9;VOLUMETRIC
5102;17/09/2022;34,15;VOLUMETRIC
941;17/09/2022;787,6;VOLUMETRIC
C2PP2;17/09/2022;812;VOLUMETRIC
2170;17/09/2022;362;PROD_TEST
2516;17/09/2022;500;PROD_TEST
3927;17/09/2022;237;PROD_TEST
1487;16/09/2022;91,83;VOLUMETRIC
2018;16/09/2022;1157;VOLUMETRIC
3124;16/09/2022;1140;VOLUMETRIC
3353;16/09/2022;646;VOLUMETRIC
3651;16/09/2022;588,6;VOLUMETRIC
3652;16/09/2022;422,7;VOLUMETRIC
4528;16/09/2022;762;VOLUMETRIC
4555;16/09/2022;730,9;VOLUMETRIC
532;16/09/2022;341,1;VOLUMETRIC
2083;16/09/2022;562,1;VOLUMETRIC
2122;16/09/2022;317,3;VOLUMETRIC
2133;16/09/2022;128;VOLUMETRIC
2178;16/09/2022;1102;VOLUMETRIC
2443;16/09/2022;395;VOLUMETRIC
2564;16/09/2022;515,8;VOLUMETRIC
2816;16/09/2022;352,1;VOLUMETRIC
2822;16/09/2022;492,7;VOLUMETRIC
2832;16/09/2022;733,5;VOLUMETRIC
2973;16/09/2022;849,2;VOLUMETRIC
3023;16/09/2022;611,1;VOLUMETRIC
3536;16/09/2022;433,2;VOLUMETRIC
3539;16/09/2022;725,3;VOLUMETRIC
3540;16/09/2022;598,7;VOLUMETRIC
3901;16/09/2022;550;VOLUMETRIC
3906;16/09/2022;284,4;VOLUMETRIC
3910;16/09/2022;303,1;VOLUMETRIC
442;16/09/2022;942;VOLUMETRIC
4805;16/09/2022;1077;VOLUMETRIC
5051;16/09/2022;207,1;VOLUMETRIC
5105;16/09/2022;13,84;VOLUMETRIC
C7SP3;16/09/2022;401,6;VOLUMETRIC
3678;16/09/2022;232;PROD_TEST
2347;15/09/2022;6,9;VOLUMETRIC
296;15/09/2022;274,3;VOLUMETRIC
3104ST;15/09/2022;30,8;VOLUMETRIC
3125;15/09/2022;1298;VOLUMETRIC
3274;15/09/2022;69,4;VOLUMETRIC
3350;15/09/2022;784,8;VOLUMETRIC
3677;15/09/2022;522,2;VOLUMETRIC
3791;15/09/2022;1695;VOLUMETRIC
3793;15/09/2022;992,4;VOLUMETRIC
1661;15/09/2022;5,2;VOLUMETRIC
1867;15/09/2022;5;VOLUMETRIC
2031ST;15/09/2022;1074;VOLUMETRIC
2092;15/09/2022;428,7;VOLUMETRIC
2361;15/09/2022;675,7;VOLUMETRIC
2598;15/09/2022;18;VOLUMETRIC
2602;15/09/2022;24,3;VOLUMETRIC
2606;15/09/2022;9,1;VOLUMETRIC
2995;15/09/2022;512;VOLUMETRIC
3017;15/09/2022;923,8;VOLUMETRIC
3038;15/09/2022;509,7;VOLUMETRIC
3069;15/09/2022;1528;VOLUMETRIC
3406;15/09/2022;290,1;VOLUMETRIC
3460;15/09/2022;101,33;VOLUMETRIC
3505;15/09/2022;187,7;VOLUMETRIC
3538;15/09/2022;142,4;VOLUMETRIC
3596;15/09/2022;437,5;VOLUMETRIC
3953;15/09/2022;954,9;VOLUMETRIC
4005;15/09/2022;689,6;VOLUMETRIC
4600;15/09/2022;42,5;VOLUMETRIC
4607;15/09/2022;19,5;VOLUMETRIC
4807;15/09/2022;903;VOLUMETRIC
4817;15/09/2022;1219;VOLUMETRIC
5055;15/09/2022;219,6;VOLUMETRIC
5098;15/09/2022;67,69;VOLUMETRIC
801;15/09/2022;10,06;VOLUMETRIC
838;15/09/2022;314,3;VOLUMETRIC
2071;15/09/2022;500;PROD_TEST
2221;15/09/2022;553;PROD_TEST
2222;15/09/2022;274,4;PROD_TEST
2534;15/09/2022;640;PROD_TEST
3066;15/09/2022;573;PROD_TEST
3092;15/09/2022;281,7;PROD_TEST
2413;14/09/2022;217,4;VOLUMETRIC
2414;14/09/2022;466,1;VOLUMETRIC
3220;14/09/2022;588,1;VOLUMETRIC
3222;14/09/2022;431,3;VOLUMETRIC
3690;14/09/2022;1226;VOLUMETRIC
4529;14/09/2022;103,5;VOLUMETRIC
1215;14/09/2022;718,2;VOLUMETRIC
1838;14/09/2022;16,19;VOLUMETRIC
2058;14/09/2022;1786;VOLUMETRIC
2088;14/09/2022;925,4;VOLUMETRIC
2117;14/09/2022;209,1;VOLUMETRIC
2178;14/09/2022;1123;VOLUMETRIC
2243;14/09/2022;753,6;VOLUMETRIC
2502;14/09/2022;193,6;VOLUMETRIC
2624;14/09/2022;759,4;VOLUMETRIC
2643;14/09/2022;476,7;VOLUMETRIC
2677;14/09/2022;678,6;VOLUMETRIC
2693;14/09/2022;985,7;VOLUMETRIC
2697;14/09/2022;999,9;VOLUMETRIC
2729;14/09/2022;777,5;VOLUMETRIC
2830;14/09/2022;795,6;VOLUMETRIC
2834;14/09/2022;146;VOLUMETRIC
2903;14/09/2022;666,9;VOLUMETRIC
2974;14/09/2022;539;VOLUMETRIC
3016;14/09/2022;819,3;VOLUMETRIC
3300;14/09/2022;502,5;VOLUMETRIC
3426;14/09/2022;261;VOLUMETRIC
3591;14/09/2022;617,4;VOLUMETRIC
4631;14/09/2022;404,9;VOLUMETRIC
3643;14/09/2022;583,8;PROD_TEST
2332;14/09/2022;642;PROD_TEST
3101;13/09/2022;485,2;VOLUMETRIC
3145;13/09/2022;918,7;VOLUMETRIC
3283;13/09/2022;257,7;VOLUMETRIC
3320;13/09/2022;389,2;VOLUMETRIC
1214;13/09/2022;1069;VOLUMETRIC
1523;13/09/2022;11,09;VOLUMETRIC
2139;13/09/2022;1096;VOLUMETRIC
2141;13/09/2022;284;VOLUMETRIC
2196;13/09/2022;976,8;VOLUMETRIC
2460;13/09/2022;447;VOLUMETRIC
2583;13/09/2022;864,4;VOLUMETRIC
2607;13/09/2022;940,5;VOLUMETRIC
2636;13/09/2022;458;VOLUMETRIC
2675;13/09/2022;317,7;VOLUMETRIC
2809;13/09/2022;704,2;VOLUMETRIC
2847;13/09/2022;67,86;VOLUMETRIC
3301;13/09/2022;527;VOLUMETRIC
3354;13/09/2022;73,06;VOLUMETRIC
3430;13/09/2022;635,2;VOLUMETRIC
3537;13/09/2022;655,7;VOLUMETRIC
4001;13/09/2022;319,3;VOLUMETRIC
729;13/09/2022;773,5;VOLUMETRIC
121;12/09/2022;928,8;VOLUMETRIC
2344;12/09/2022;1119;VOLUMETRIC
3127;12/09/2022;547,3;VOLUMETRIC
3319;12/09/2022;846,3;VOLUMETRIC
3711ST;12/09/2022;202,2;VOLUMETRIC
3717;12/09/2022;527,8;VOLUMETRIC
3785;12/09/2022;869,5;VOLUMETRIC
45;12/09/2022;388,3;VOLUMETRIC
2043;12/09/2022;986,3;VOLUMETRIC
2144;12/09/2022;936,2;VOLUMETRIC
2151;12/09/2022;1008;VOLUMETRIC
2152;12/09/2022;1118;VOLUMETRIC
2202;12/09/2022;1549;VOLUMETRIC
2360;12/09/2022;902,8;VOLUMETRIC
2362;12/09/2022;189,3;VOLUMETRIC
2367;12/09/2022;82,37;VOLUMETRIC
2374;12/09/2022;253,2;VOLUMETRIC
2382;12/09/2022;804;VOLUMETRIC
2586;12/09/2022;792;VOLUMETRIC
2588;12/09/2022;977,4;VOLUMETRIC
2601;12/09/2022;962,6;VOLUMETRIC
2603;12/09/2022;644,6;VOLUMETRIC
2623;12/09/2022;502,8;VOLUMETRIC
2670;12/09/2022;1106;VOLUMETRIC
2672;12/09/2022;1111;VOLUMETRIC
2686;12/09/2022;167;VOLUMETRIC
2802;12/09/2022;742,2;VOLUMETRIC
2803;12/09/2022;1001;VOLUMETRIC
2837;12/09/2022;617,3;VOLUMETRIC
2838;12/09/2022;707,9;VOLUMETRIC
2853;12/09/2022;68,32;VOLUMETRIC
2865;12/09/2022;799;VOLUMETRIC
2872;12/09/2022;1009;VOLUMETRIC
2994;12/09/2022;484,3;VOLUMETRIC
3097;12/09/2022;222;VOLUMETRIC
3300;12/09/2022;491,3;VOLUMETRIC
3403;12/09/2022;913;VOLUMETRIC
3424;12/09/2022;2002;VOLUMETRIC
3427;12/09/2022;1069;VOLUMETRIC
3944;12/09/2022;73,67;VOLUMETRIC
1056;12/09/2022;700;PROD_TEST
2890;12/09/2022;797,7;PROD_TEST
3906;12/09/2022;313;PROD_TEST
2304;11/09/2022;142,7;VOLUMETRIC
2345;11/09/2022;608,3;VOLUMETRIC
3200;11/09/2022;500,6;VOLUMETRIC
3638;11/09/2022;119,2;VOLUMETRIC
3727;11/09/2022;830,6;VOLUMETRIC
3780;11/09/2022;1129;VOLUMETRIC
3869;11/09/2022;1552;VOLUMETRIC
4556;11/09/2022;73,29;VOLUMETRIC
1028;11/09/2022;176,3;VOLUMETRIC
1053;11/09/2022;846,5;VOLUMETRIC
1230;11/09/2022;313,6;VOLUMETRIC
1881;11/09/2022;1403;VOLUMETRIC
2314;11/09/2022;621,8;VOLUMETRIC
2581;11/09/2022;1414;VOLUMETRIC
2649;11/09/2022;873,7;VOLUMETRIC
2687;11/09/2022;274;VOLUMETRIC
2690;11/09/2022;268,3;VOLUMETRIC
2801;11/09/2022;764,9;VOLUMETRIC
2805;11/09/2022;311,5;VOLUMETRIC
2812;11/09/2022;21,12;VOLUMETRIC
2859;11/09/2022;396,2;VOLUMETRIC
2871;11/09/2022;975,4;VOLUMETRIC
2874;11/09/2022;906,2;VOLUMETRIC
2903;11/09/2022;670,8;VOLUMETRIC
3098;11/09/2022;95,86;VOLUMETRIC
3355;11/09/2022;421,2;VOLUMETRIC
3981;11/09/2022;634,8;VOLUMETRIC
4632;11/09/2022;330,3;VOLUMETRIC
5097;11/09/2022;210,9;VOLUMETRIC
C2PP4;11/09/2022;1651;VOLUMETRIC
550;11/09/2022;221,74;PROD_TEST
195;10/09/2022;708,4;VOLUMETRIC
2418;10/09/2022;355,8;VOLUMETRIC
2430;10/09/2022;69,97;VOLUMETRIC
3145;10/09/2022;913,2;VOLUMETRIC
3218;10/09/2022;1476;VOLUMETRIC
3282;10/09/2022;908,2;VOLUMETRIC
3351;10/09/2022;889,8;VOLUMETRIC
3633;10/09/2022;163,6;VOLUMETRIC
4507;10/09/2022;82,95;VOLUMETRIC
4512;10/09/2022;108,22;VOLUMETRIC
1052;10/09/2022;1741;VOLUMETRIC
1411;10/09/2022;61,72;VOLUMETRIC
2375;10/09/2022;592,6;VOLUMETRIC
2381;10/09/2022;438,4;VOLUMETRIC
2504;10/09/2022;1174;VOLUMETRIC
2691;10/09/2022;602,7;VOLUMETRIC
2738;10/09/2022;487,2;VOLUMETRIC
2814;10/09/2022;1196;VOLUMETRIC
2820;10/09/2022;607,4;VOLUMETRIC
2878;10/09/2022;170,8;VOLUMETRIC
2889;10/09/2022;1111;VOLUMETRIC
3048;10/09/2022;608;VOLUMETRIC
3056;10/09/2022;918,8;VOLUMETRIC
3957;10/09/2022;524;VOLUMETRIC
3986;10/09/2022;622,9;VOLUMETRIC
4009;10/09/2022;42,22;VOLUMETRIC
5098;10/09/2022;43,06;VOLUMETRIC
1880;10/09/2022;607;PROD_TEST
2552;10/09/2022;1117;PROD_TEST
2965;10/09/2022;875;PROD_TEST
5053;10/09/2022;73;PROD_TEST
797;10/09/2022;357;PROD_TEST
2325;9/09/2022;750,9;VOLUMETRIC
2423;9/09/2022;440,5;VOLUMETRIC
2427;9/09/2022;757,2;VOLUMETRIC
2433;9/09/2022;871;VOLUMETRIC
2467;9/09/2022;187,2;VOLUMETRIC
2470;9/09/2022;831,9;VOLUMETRIC
3117;9/09/2022;418,3;VOLUMETRIC
3278;9/09/2022;439,7;VOLUMETRIC
3325;9/09/2022;679,9;VOLUMETRIC
3377;9/09/2022;674,1;VOLUMETRIC
3767;9/09/2022;676,5;VOLUMETRIC
4537;9/09/2022;964,9;VOLUMETRIC
1189;9/09/2022;96,01;VOLUMETRIC
2105;9/09/2022;785,9;VOLUMETRIC
2113;9/09/2022;514,3;VOLUMETRIC
2194;9/09/2022;764,3;VOLUMETRIC
2215;9/09/2022;977,1;VOLUMETRIC
2232;9/09/2022;2610;VOLUMETRIC
2377;9/09/2022;213;VOLUMETRIC
2541;9/09/2022;367,8;VOLUMETRIC
2556;9/09/2022;1104;VOLUMETRIC
2597;9/09/2022;834,2;VOLUMETRIC
2605;9/09/2022;321,2;VOLUMETRIC
2654;9/09/2022;626,3;VOLUMETRIC
2823;9/09/2022;1653;VOLUMETRIC
2893;9/09/2022;1023;VOLUMETRIC
2900;9/09/2022;154,4;VOLUMETRIC
2905;9/09/2022;353,2;VOLUMETRIC
2963;9/09/2022;242,1;VOLUMETRIC
3020;9/09/2022;637,3;VOLUMETRIC
3055;9/09/2022;890,8;VOLUMETRIC
3057;9/09/2022;891,3;VOLUMETRIC
3062;9/09/2022;216,6;VOLUMETRIC
3588;9/09/2022;210,2;VOLUMETRIC
409;9/09/2022;19,4;VOLUMETRIC
C2PP3;9/09/2022;271,5;VOLUMETRIC
2020;9/09/2022;0,1;PROD_TEST
2884;9/09/2022;500;PROD_TEST
5098;9/09/2022;0,1;PROD_TEST
82;8/09/2022;53;VOLUMETRIC
112;8/09/2022;520,1;VOLUMETRIC
2466;8/09/2022;614,5;VOLUMETRIC
294;8/09/2022;307,3;VOLUMETRIC
3114;8/09/2022;749,7;VOLUMETRIC
3269;8/09/2022;201,4;VOLUMETRIC
3631;8/09/2022;214,7;VOLUMETRIC
3650;8/09/2022;930,9;VOLUMETRIC
3668;8/09/2022;1037;VOLUMETRIC
1206;8/09/2022;141;VOLUMETRIC
2206;8/09/2022;546,7;VOLUMETRIC
2530;8/09/2022;57,02;VOLUMETRIC
2578;8/09/2022;308;VOLUMETRIC
2627;8/09/2022;75,6;VOLUMETRIC
2767;8/09/2022;1073;VOLUMETRIC
2818;8/09/2022;677,3;VOLUMETRIC
2819;8/09/2022;261,2;VOLUMETRIC
2960;8/09/2022;1211;VOLUMETRIC
3040;8/09/2022;288,7;VOLUMETRIC
3460;8/09/2022;101,33;VOLUMETRIC
3506;8/09/2022;290;VOLUMETRIC
3522;8/09/2022;246,2;VOLUMETRIC
3533;8/09/2022;129,2;VOLUMETRIC
4613;8/09/2022;818,6;VOLUMETRIC
4641;8/09/2022;691,1;VOLUMETRIC
748;8/09/2022;589,9;VOLUMETRIC
3208;8/09/2022;700;PROD_TEST
1661;8/09/2022;7,4;PROD_TEST
2161;8/09/2022;65;PROD_TEST
1;7/09/2022;66,38;VOLUMETRIC
129;7/09/2022;897,9;VOLUMETRIC
3166;7/09/2022;147,5;VOLUMETRIC
3210;7/09/2022;819,8;VOLUMETRIC
3230;7/09/2022;323,1;VOLUMETRIC
3310;7/09/2022;578;VOLUMETRIC
3765;7/09/2022;1057;VOLUMETRIC
4554;7/09/2022;38,23;VOLUMETRIC
1661;7/09/2022;7,4;VOLUMETRIC
1745;7/09/2022;83,57;VOLUMETRIC
2207;7/09/2022;622,9;VOLUMETRIC
2268;7/09/2022;927,9;VOLUMETRIC
2271;7/09/2022;615;VOLUMETRIC
2520;7/09/2022;423;VOLUMETRIC
2528;7/09/2022;63,61;VOLUMETRIC
2529;7/09/2022;48,23;VOLUMETRIC
2582;7/09/2022;799,5;VOLUMETRIC
2584;7/09/2022;490,5;VOLUMETRIC
2661;7/09/2022;380;VOLUMETRIC
2668;7/09/2022;1014;VOLUMETRIC
2781;7/09/2022;1547;VOLUMETRIC
2820;7/09/2022;578,7;VOLUMETRIC
2845;7/09/2022;639,4;VOLUMETRIC
2970;7/09/2022;1157;VOLUMETRIC
3406;7/09/2022;284,2;VOLUMETRIC
3407ST;7/09/2022;602,1;VOLUMETRIC
3457;7/09/2022;756;VOLUMETRIC
3495;7/09/2022;28,67;VOLUMETRIC
3533;7/09/2022;138,7;VOLUMETRIC
3941;7/09/2022;104,7;VOLUMETRIC
4613;7/09/2022;819,7;VOLUMETRIC
3042;7/09/2022;850;PROD_TEST
1651;6/09/2022;474,6;VOLUMETRIC
3166;6/09/2022;87,71;VOLUMETRIC
3328;6/09/2022;1031;VOLUMETRIC
3395;6/09/2022;48,29;VOLUMETRIC
3619;6/09/2022;517,6;VOLUMETRIC
3660;6/09/2022;657,6;VOLUMETRIC
3777;6/09/2022;165,6;VOLUMETRIC
3864;6/09/2022;513,9;VOLUMETRIC
1679;6/09/2022;166,2;VOLUMETRIC
1741;6/09/2022;22,58;VOLUMETRIC
2192;6/09/2022;1194;VOLUMETRIC
2198;6/09/2022;921,7;VOLUMETRIC
2265;6/09/2022;115,43;VOLUMETRIC
2276;6/09/2022;810,8;VOLUMETRIC
2283;6/09/2022;997;VOLUMETRIC
2521;6/09/2022;607,3;VOLUMETRIC
2547;6/09/2022;494,8;VOLUMETRIC
2572;6/09/2022;1508;VOLUMETRIC
2578;6/09/2022;316,7;VOLUMETRIC
2604;6/09/2022;1022;VOLUMETRIC
2797;6/09/2022;1026;VOLUMETRIC
2904;6/09/2022;1655;VOLUMETRIC
2960;6/09/2022;1220;VOLUMETRIC
2972;6/09/2022;35,64;VOLUMETRIC
3070;6/09/2022;544,6;VOLUMETRIC
2029ST;6/09/2022;350;PROD_TEST
2024;5/09/2022;848,3;VOLUMETRIC
2464;5/09/2022;141,6;VOLUMETRIC
3395;5/09/2022;64,1;VOLUMETRIC
3609;5/09/2022;1432;VOLUMETRIC
3618;5/09/2022;65,49;VOLUMETRIC
3770;5/09/2022;366,9;VOLUMETRIC
3777;5/09/2022;136;VOLUMETRIC
3781;5/09/2022;403,8;VOLUMETRIC
86;5/09/2022;318,5;VOLUMETRIC
1679;5/09/2022;161;VOLUMETRIC
2032;5/09/2022;586,1;VOLUMETRIC
2195;5/09/2022;1746;VOLUMETRIC
2231;5/09/2022;436,8;VOLUMETRIC
2241;5/09/2022;902,5;VOLUMETRIC
2274;5/09/2022;929,8;VOLUMETRIC
2284;5/09/2022;804,2;VOLUMETRIC
2289;5/09/2022;412,3;VOLUMETRIC
2290;5/09/2022;910,5;VOLUMETRIC
2295;5/09/2022;932;VOLUMETRIC
2296;5/09/2022;247,1;VOLUMETRIC
2509;5/09/2022;317,4;VOLUMETRIC
2513;5/09/2022;814,2;VOLUMETRIC
2534;5/09/2022;457,1;VOLUMETRIC
2792;5/09/2022;789,3;VOLUMETRIC
2970;5/09/2022;1127;VOLUMETRIC
2984;5/09/2022;903,4;VOLUMETRIC
3898;5/09/2022;532;VOLUMETRIC
3940;5/09/2022;1086;VOLUMETRIC
4605;5/09/2022;258,5;VOLUMETRIC
775;5/09/2022;282,5;VOLUMETRIC
823;5/09/2022;1230;VOLUMETRIC
942;5/09/2022;29,83;VOLUMETRIC
3311;5/09/2022;700;PROD_TEST
1589;4/09/2022;424,5;VOLUMETRIC
2403;4/09/2022;968,8;VOLUMETRIC
3129;4/09/2022;61,8;VOLUMETRIC
3142;4/09/2022;916,8;VOLUMETRIC
