NamePozo;Latitud;Longitud;FechaMonitoreo;BWPD;BOPD;BFPD;BSW;PPMp;PPMm;25_45um;45_106um;106_212um;212_425um;mayor_425um;color_icono;Prefijo;icono 
CIRA3904;7.03;-73.773;16/04/2019;1112;45;1157;96,14%;9,14;17,03;30,69%;0,00%;50,67%;15,76%;2,88%;green;fa;tower-observation
CIRA3904;7.03;-73.773;18/10/2019;1030;63;1093;94,20%;6,68;13,41;46,46%;0,00%;38,05%;13,94%;1,55%;green;fa;tower-observation
CIRA3904;7.03;-73.773;20/02/2020;1029,61;63,39;1093;94,20%;35,28;58,42;38,77%;0,00%;46,97%;13,85%;0,41%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;20/08/2019;161,21;167,79;329;49,00%;152,76;154,15;56,38%;0,00%;40,95%;2,45%;0,22%;red;fa;tower-observation
CIRA3926;7.03;-73.773;26/08/2019;161,21;167,79;329;49,00%;32,01;34,76;34,19%;0,00%;36,82%;28,08%;0,91%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;26/11/2019;168;121,5;289,5;58,00%;14,39;15,97;65,61%;0,00%;21,12%;9,21%;4,06%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;24/02/2020;167,91;121,59;289,5;58,00%;5,08;5,57;21,88%;0,00%;50,63%;21,25%;6,25%;green;fa;tower-observation
CIRA3926;7.03;-73.773;21/08/2020;181,5;148,5;330;55,00%;30,94;36,94;71,36%;0,00%;23,61%;3,59%;1,44%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;11/12/2020;182;148,01;330;55,15%;57,78;61,26;55,77%;0,00%;40,70%;2,55%;0,99%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;26/01/2021;182;148,01;330;55,15%;4795,72;59980,67;39,67%;0,00%;31,37%;9,41%;19,56%;red;fa;tower-observation
CIRA3926;7.03;-73.773;22/07/2021;182;148,01;330;55,15%;1,74;12,4;67,50%;0,00%;28,00%;2,00%;2,50%;green;fa;tower-observation
CIRA3926;7.03;-73.773;4/08/2022;86,11;28,49;114,6;75,14%;68,45;92,18;21,28%;0,00%;25,55%;9,43%;1,54%;yelow;fa;tower-observation
CIRA3904;7.03;-73.773;18/08/2022;1015,77;30,23;1046;97,11%;33,24;36,19;5,49%;0,00%;59,74%;4,63%;8,72%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;10/10/2022;86,11;28,49;114,6;75,14%;291,85;1171,69;25,71%;100,00%;10,49%;0,17%;0,16%;red;fa;tower-observation
CIRA3926;7.03;-73.773;27/10/2022;86,11;28,49;114,6;75,14%;5,38;82,72;19,59%;0,00%;38,86%;10,23%;20,45%;green;fa;tower-observation
CIRA3926;7.03;-73.773;14/12/2022;86,11;28,49;114,6;75,14%;32,69;55,44;30,30%;100,00%;6,54%;2,10%;1,11%;yelow;fa;tower-observation
CIRA3926;7.03;-73.773;23/12/2022;86,11;28,49;114,6;75,14%;52,01;124,84;14,63%;100,00%;18,63%;6,18%;4,74%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;15/07/2019;874;62,9;936,9;93,24%;24,91;25,14;9,53%;0,00%;46,08%;36,39%;8,00%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;9/12/2019;580,78;50,92;631,7;91,94%;167,62;169,85;1,76%;0,00%;6,52%;49,45%;42,27%;red;fa;tower-observation
CIRA3903;7.03;-73.773;31/01/2020;580,53;51,17;631,7;91,90%;143,66;144,4;6,66%;0,00%;48,23%;39,69%;5,42%;red;fa;tower-observation
CIRA3903;7.03;-73.773;5/01/2022;846,18;53,82;900;94,02%;8,14;15,19;19,64%;0,00%;35,12%;4,17%;8,33%;green;fa;tower-observation
CIRA3903;7.03;-73.773;15/06/2022;593,26;3,14;596,4;99,47%;17,46;78,01;21,84%;0,00%;20,65%;11,24%;6,81%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;11/08/2022;593,26;3,14;596,4;99,47%;31,72;37,68;2,73%;0,00%;20,22%;27,30%;9,61%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;29/09/2022;593,26;3,14;596,4;99,47%;12,43;49,74;20,66%;0,00%;40,29%;9,92%;4,75%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;11/10/2022;593,26;3,14;596,4;99,47%;78,27;475,61;34,38%;0,00%;45,50%;10,65%;3,23%;yelow;fa;tower-observation
CIRA3903;7.03;-73.773;18/11/2022;593,26;3,14;596,4;99,47%;24,28;58,1;19,13%;0,00%;30,08%;26,52%;11,61%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;3/05/2019;369;31;400;92,30%;25,43;36,52;47,73%;0,00%;31,13%;10,44%;10,70%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;14/05/2019;369;31;400;92,31%;1,48;1,5;22,12%;0,00%;39,82%;7,08%;30,97%;green;fa;tower-observation
CIRA3906;7.03;-73.773;20/05/2019;369;31;400;92,31%;34,43;34,52;29,87%;0,00%;41,44%;22,15%;6,54%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;27/05/2019;369;31;400;92,31%;89,09;249,9;26,34%;0,00%;34,47%;23,94%;15,24%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;3/07/2019;369;31;400;92,31%;5,89;5,92;41,87%;0,00%;41,43%;11,80%;4,90%;green;fa;tower-observation
CIRA3906;7.03;-73.773;8/07/2019;369;31;400;92,31%;4,84;4,96;47,83%;0,00%;35,33%;13,04%;3,80%;green;fa;tower-observation
CIRA3906;7.03;-73.773;15/07/2019;369;31;400;92,31%;7,32;7,35;54,92%;0,00%;37,03%;3,22%;4,83%;green;fa;tower-observation
CIRA3906;7.03;-73.773;23/07/2019;983;198;1181;83,26%;20,07;32,02;38,10%;0,00%;34,01%;19,05%;8,84%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;1/08/2019;1097,74;83,26;1181;92,95%;3,66;3,94;34,30%;0,00%;23,10%;20,58%;22,02%;green;fa;tower-observation
CIRA3906;7.03;-73.773;13/08/2019;1097,74;83,26;1181;92,95%;6,41;6,45;30,80%;0,00%;44,35%;17,45%;7,39%;green;fa;tower-observation
CIRA3906;7.03;-73.773;27/08/2019;1097,74;83,26;1181;92,95%;7,1;7,39;19,19%;0,00%;32,10%;15,13%;33,58%;green;fa;tower-observation
CIRA3906;7.03;-73.773;2/09/2019;1097,74;83,26;1181;92,95%;1,23;1,24;12,13%;0,00%;43,10%;30,96%;13,81%;green;fa;tower-observation
CIRA3906;7.03;-73.773;11/09/2019;1097,74;83,26;1181;92,95%;4,32;7,13;46,89%;0,00%;35,33%;10,00%;7,78%;green;fa;tower-observation
CIRA3906;7.03;-73.773;16/09/2019;1098;83;1181;92,95%;1,4;10,25;25,74%;0,00%;54,96%;9,92%;9,38%;green;fa;tower-observation
CIRA3906;7.03;-73.773;10/10/2019;958,46;48,54;1007;95,18%;5,82;8,5;17,07%;0,00%;46,10%;20,49%;16,34%;green;fa;tower-observation
CIRA3906;7.03;-73.773;8/11/2019;958;49;1007;95,18%;11,14;11,14;16,02%;0,00%;69,14%;13,07%;1,77%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;3/12/2019;958;49;1007;95,18%;6,81;7,14;70,02%;0,00%;13,81%;6,71%;9,47%;green;fa;tower-observation
CIRA3906;7.03;-73.773;10/12/2019;958,46;48,54;1007;95,18%;5,42;5,63;74,64%;0,00%;5,07%;7,00%;13,29%;green;fa;tower-observation
CIRA3906;7.03;-73.773;18/12/2019;958,66;48,34;1007;95,20%;9,12;9,55;71,84%;0,00%;16,72%;9,34%;2,11%;green;fa;tower-observation
CIRA3906;7.03;-73.773;15/01/2020;958,66;48,34;1007;95,20%;324,15;371,86;76,50%;0,00%;11,61%;10,10%;1,79%;red;fa;tower-observation
CIRA3906;7.03;-73.773;20/02/2020;958,66;48,34;1007;95,20%;2,87;3,02;59,30%;0,00%;18,60%;6,98%;15,12%;green;fa;tower-observation
CIRA3927;7.03;-73.773;17/07/2019;316;155;471;67,10%;181,92;224,22;90,34%;0,00%;9,48%;0,10%;0,08%;red;fa;tower-observation
CIRA3927;7.03;-73.773;22/07/2019;316;155;471;67,10%;21,9;36,88;81,27%;0,00%;15,21%;2,22%;1,30%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;25/07/2019;316;155;471;67,10%;204,52;337,49;74,52%;0,00%;22,03%;2,04%;1,41%;red;fa;tower-observation
CIRA3927;7.03;-73.773;23/09/2019;316,04;154,96;471;67,10%;30,9;43,03;82,23%;0,00%;12,05%;2,89%;2,83%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;26/11/2019;462;139,98;601,98;76,73%;9,23;18,24;77,76%;0,00%;11,04%;5,69%;5,52%;green;fa;tower-observation
CIRA3927;7.03;-73.773;19/12/2019;461,72;140,26;601,98;76,70%;74,25;116,11;73,82%;0,00%;15,35%;3,81%;7,02%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;21/02/2020;461,72;140,26;601,98;76,70%;20,22;20,98;68,91%;0,00%;14,14%;4,77%;12,17%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;16/09/2019;184;17,6;201,6;91,31%;73,22;167,05;94,82%;0,00%;2,73%;1,39%;1,06%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;29/11/2019;415,69;2,61;418,3;99,38%;575,2;684,64;91,06%;0,00%;6,51%;1,26%;1,17%;red;fa;tower-observation
CIRA3910;7.03;-73.773;9/12/2019;415,79;2,51;418,3;99,40%;217,69;229,5;74,17%;0,00%;11,20%;7,85%;6,78%;red;fa;tower-observation
CIRA3910;7.03;-73.773;23/12/2019;415,79;2,51;418,3;99,40%;36,09;37,55;52,09%;0,00%;34,75%;8,72%;4,44%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;15/01/2020;415,79;2,51;418,3;99,40%;22,86;40,08;68,09%;0,00%;24,56%;5,37%;1,97%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;13/02/2020;415,79;2,51;418,3;99,40%;187,96;931,42;85,18%;0,00%;14,55%;0,19%;0,08%;red;fa;tower-observation
CIRA3910;7.03;-73.773;25/02/2020;415,82;2,51;418,33;99,40%;973,14;1129,39;94,22%;0,00%;5,20%;0,14%;0,45%;red;fa;tower-observation
CIRA3910;7.03;-73.773;20/03/2020;439,34;38,2;477,54;92,00%;366,59;406,95;91,97%;0,00%;6,80%;1,00%;0,24%;red;fa;tower-observation
CIRA3927;7.03;-73.773;20/08/2020;353,25;117,75;471;75,00%;23,7;23,93;69,39%;0,00%;17,21%;6,35%;7,05%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;20/08/2020;1034;66;1100;94,00%;34,75;237,29;26,11%;0,00%;39,25%;26,51%;8,12%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;20/08/2020;182;18;200;91,00%;250,5;269,54;70,27%;0,00%;27,55%;1,75%;0,42%;red;fa;tower-observation
CIRA3927;7.03;-73.773;17/11/2020;353,63;117,37;471;75,08%;12,67;15;19,71%;0,00%;72,46%;4,64%;3,19%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;18/11/2020;182,06;17,94;200;91,03%;622,36;660,21;87,51%;0,00%;9,02%;0,67%;2,80%;red;fa;tower-observation
CIRA3927;7.03;-73.773;16/12/2020;353,63;117,37;471;75,08%;2829,3;2859,39;96,09%;0,00%;3,83%;0,05%;0,03%;red;fa;tower-observation
CIRA3927;7.03;-73.773;19/01/2022;353,63;117,37;471;75,08%;2,57;13,64;16,26%;0,00%;22,76%;23,58%;13,01%;green;fa;tower-observation
CIRA3910;7.03;-73.773;13/06/2022;286,56;16,24;302,8;94,64%;35,13;62,88;40,90%;0,00%;5,70%;2,67%;2,49%;yelow;fa;tower-observation
CIRA3910;7.03;-73.773;11/08/2022;286,56;16,24;302,8;94,64%;11,61;15,14;34,34%;0,00%;20,05%;12,28%;11,03%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;10/10/2022;902,68;4,32;907;99,52%;10,36;37,84;26,94%;0,00%;28,16%;6,33%;9,18%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;11/10/2022;825,65;33,95;859,6;96,05%;27,09;46,81;31,39%;100,00%;11,89%;1,21%;4,07%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;27/10/2022;825,65;33,95;859,6;96,05%;27,62;112,66;48,67%;0,00%;23,40%;7,18%;9,31%;yelow;fa;tower-observation
CIRA3906;7.03;-73.773;1/11/2022;902,68;4,32;907;99,52%;5,89;6,77;13,27%;0,00%;31,12%;9,69%;1,53%;green;fa;tower-observation
CIRA3910;7.03;-73.773;2/11/2022;286,56;16,24;302,8;94,64%;28;30,13;17,34%;100,00%;14,11%;1,67%;2,51%;yelow;fa;tower-observation
CIRA3927;7.03;-73.773;18/11/2022;825,65;33,95;859,6;96,05%;39,55;91,69;12,47%;0,00%;15,12%;30,06%;18,57%;yelow;fa;tower-observation
CIRA1858;7.03;-73.773;2/03/2023;0,01;0;0,01;100,00%;20,07;20,45;9,73%;0,00%;64,09%;11,91%;3,52%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;28/10/2021;195;0;195;100,00%;9029,41;32347,88;12,45%;0,00%;46,21%;0,17%;0,08%;red;fa;tower-observation
CIRA3521;7.02;-73.773;29/10/2021;195;0;195;100,00%;4014,44;7468,66;11,31%;100,00%;23,91%;0,58%;0,49%;red;fa;tower-observation
CIRA3521;7.02;-73.773;30/10/2021;195;0;195;100,00%;219,61;1127,53;16,96%;0,00%;20,55%;13,30%;1,17%;red;fa;tower-observation
CIRA3521;7.02;-73.773;2/11/2021;195;0;195;100,00%;954,02;3159,53;11,60%;0,00%;39,48%;10,59%;0,94%;red;fa;tower-observation
CIRA3521;7.02;-73.773;2/11/2021;195;0;195;100,00%;3881,5;8931,66;10,73%;0,00%;41,37%;6,85%;0,32%;red;fa;tower-observation
CIRA3521;7.02;-73.773;3/11/2021;195;0;195;100,00%;5177,69;15572,52;15,83%;0,00%;34,55%;4,95%;0,32%;red;fa;tower-observation
CIRA3521;7.02;-73.773;3/11/2021;195;0;195;100,00%;1265,83;7041,13;21,27%;0,00%;44,44%;9,37%;0,89%;red;fa;tower-observation
CIRA3521;7.02;-73.773;4/11/2021;195;0;195;100,00%;1229,41;2549,35;10,84%;0,00%;34,93%;8,19%;0,95%;red;fa;tower-observation
CIRA3521;7.02;-73.773;4/11/2021;195;0;195;100,00%;1535,06;2272,27;14,69%;0,00%;47,09%;11,24%;0,55%;red;fa;tower-observation
CIRA3521;7.02;-73.773;5/11/2021;195;0;195;100,00%;528,49;1566,74;16,49%;0,00%;32,86%;6,39%;0,99%;red;fa;tower-observation
CIRA3521;7.02;-73.773;5/11/2021;195;0;195;100,00%;11539,35;23196,66;8,28%;0,00%;55,10%;13,62%;0,25%;red;fa;tower-observation
CIRA3521;7.02;-73.773;6/11/2021;195;0;195;100,00%;1097,73;1802,76;6,78%;0,00%;54,44%;14,60%;0,45%;red;fa;tower-observation
CIRA3521;7.02;-73.773;8/11/2021;195;0;195;100,00%;374,8;790,74;13,98%;0,00%;27,50%;20,56%;6,67%;red;fa;tower-observation
CIRA3521;7.02;-73.773;8/11/2021;195;0;195;100,00%;538,55;6102,65;8,21%;0,00%;27,88%;18,31%;9,64%;red;fa;tower-observation
CIRA3521;7.02;-73.773;9/11/2021;195;0;195;100,00%;4468,62;5519,76;13,63%;0,00%;42,90%;3,07%;1,05%;red;fa;tower-observation
CIRA3521;7.02;-73.773;9/11/2021;195;0;195;100,00%;3595,71;12570,69;4,41%;0,00%;49,63%;4,95%;0,18%;red;fa;tower-observation
CIRA3521;7.02;-73.773;10/11/2021;195;0;195;100,00%;1364,55;1672,62;12,87%;0,00%;41,24%;7,53%;0,55%;red;fa;tower-observation
CIRA3521;7.02;-73.773;10/11/2021;195;0;195;100,00%;67,46;1692,7;10,66%;0,00%;44,90%;10,95%;4,43%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;11/11/2021;195;0;195;100,00%;87,31;138,11;10,77%;0,00%;36,39%;9,34%;1,66%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;11/11/2021;195;0;195;100,00%;29,06;137,6;5,79%;0,00%;58,82%;13,51%;10,80%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;12/11/2021;195;0;195;100,00%;46,64;82,71;8,71%;0,00%;38,11%;10,37%;4,36%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;12/11/2021;195;0;195;100,00%;18,73;77,67;6,76%;0,00%;66,97%;12,60%;2,92%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;13/11/2021;195;0;195;100,00%;25,25;48,09;16,40%;0,00%;51,42%;11,67%;5,68%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;16/11/2021;195;0;195;100,00%;46,89;98,05;10,90%;0,00%;31,39%;13,46%;2,44%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;16/11/2021;195;0;195;100,00%;1296,23;11115,3;4,53%;0,00%;52,04%;15,34%;7,42%;red;fa;tower-observation
CIRA3521;7.02;-73.773;17/11/2021;195;0;195;100,00%;8957,31;15218,75;4,86%;0,00%;45,49%;10,86%;2,32%;red;fa;tower-observation
CIRA3521;7.02;-73.773;17/11/2021;195;0;195;100,00%;71,71;8445,72;13,37%;0,00%;49,78%;5,31%;0,73%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;18/11/2021;195;0;195;100,00%;120,5;257;12,80%;100,00%;16,00%;3,87%;1,50%;red;fa;tower-observation
CIRA3521;7.02;-73.773;18/11/2021;195;0;195;100,00%;3282,28;7267,93;4,05%;0,00%;74,41%;0,30%;0,07%;red;fa;tower-observation
CIRA3521;7.02;-73.773;19/11/2021;195;0;195;100,00%;6588,82;8853,85;4,96%;0,00%;66,96%;0,38%;0,06%;red;fa;tower-observation
CIRA3521;7.02;-73.773;19/11/2021;195;0;195;100,00%;2333,91;9575,35;38,27%;0,00%;32,10%;10,70%;2,06%;red;fa;tower-observation
CIRA3521;7.02;-73.773;20/11/2021;195;0;195;100,00%;17,02;73,7;48,94%;0,00%;16,76%;13,56%;7,98%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;22/11/2021;195;0;195;100,00%;39,21;138,43;17,44%;0,00%;29,36%;8,78%;2,15%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;22/11/2021;195;0;195;100,00%;54,23;283,7;34,17%;0,00%;25,14%;5,95%;3,26%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;23/11/2021;195;0;195;100,00%;229,64;403,99;1,98%;0,00%;22,34%;37,96%;32,07%;red;fa;tower-observation
CIRA3521;7.02;-73.773;23/11/2021;195;0;195;100,00%;17,39;269,05;32,66%;0,00%;23,42%;10,81%;5,63%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;24/11/2021;195;0;195;100,00%;16,94;44;13,71%;0,00%;14,38%;20,99%;35,54%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;24/11/2021;195;0;195;100,00%;5,83;27,66;5,38%;0,00%;27,96%;38,71%;24,73%;green;fa;tower-observation
CIRA3521;7.02;-73.773;25/11/2021;195;0;195;100,00%;22,56;52,13;4,78%;0,00%;41,09%;22,14%;7,13%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;25/11/2021;195;0;195;100,00%;66,61;823,56;7,37%;0,00%;32,81%;20,00%;8,60%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;26/11/2021;195;0;195;100,00%;693,27;1740,73;2,52%;0,00%;61,58%;17,04%;1,63%;red;fa;tower-observation
CIRA3521;7.02;-73.773;26/11/2021;195;0;195;100,00%;180,39;431,3;6,25%;0,00%;41,83%;25,76%;14,18%;red;fa;tower-observation
CIRA3521;7.02;-73.773;27/11/2021;195;0;195;100,00%;144,92;392,54;3,92%;0,00%;43,80%;21,79%;14,52%;red;fa;tower-observation
CIRA3521;7.02;-73.773;29/11/2021;195;0;195;100,00%;18,09;31,24;2,42%;0,00%;40,71%;25,53%;15,35%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;29/11/2021;195;0;195;100,00%;338,14;659,39;1,60%;0,00%;45,80%;36,55%;11,94%;red;fa;tower-observation
CIRA3521;7.02;-73.773;30/11/2021;195;0;195;100,00%;91,73;198,23;4,36%;0,00%;55,56%;13,28%;2,83%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;30/11/2021;195;0;195;100,00%;149,98;221,14;3,07%;0,00%;49,56%;16,69%;3,65%;red;fa;tower-observation
CIRA3521;7.02;-73.773;1/12/2021;195;0;195;100,00%;161,59;301,43;1,13%;0,00%;32,30%;24,98%;32,43%;red;fa;tower-observation
CIRA3521;7.02;-73.773;1/12/2021;195;0;195;100,00%;121,78;223,89;4,33%;0,00%;42,13%;19,11%;3,80%;red;fa;tower-observation
CIRA3521;7.02;-73.773;2/12/2021;195;0;195;100,00%;70,76;102,44;8,36%;0,00%;43,97%;21,43%;8,70%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;4/12/2021;195;0;195;100,00%;102,89;283,47;12,62%;0,00%;19,76%;19,30%;6,12%;red;fa;tower-observation
CIRA3521;7.02;-73.773;10/12/2021;195;0;195;100,00%;18,61;30,31;19,40%;0,00%;28,55%;8,52%;5,52%;yelow;fa;tower-observation
CIRA3521;7.02;-73.773;13/05/2022;54,03;47,27;101,3;53,33%;33,58;36,7;11,31%;0,00%;30,09%;9,35%;16,92%;yelow;fa;tower-observation
CIRA3536;7.02;-73.773;13/05/2019;1066;39,81;1105,81;96,43%;129,51;336,7;57,93%;0,00%;32,75%;8,02%;1,31%;red;fa;tower-observation
CIRA3538;7.02;-73.773;5/06/2019;183;18;201;91,00%;26,56;26,67;92,00%;0,00%;6,67%;1,04%;0,30%;yelow;fa;tower-observation
CIRA3505;7.02;-73.773;20/11/2019;0;0;0;;0;0;66,03%;0,00%;31,77%;1,89%;0,32%;green;fa;tower-observation
CIRA3505;7.02;-73.773;3/12/2019;369;16,9;385,9;95,63%;18,27;37,09;53,92%;0,00%;35,49%;7,06%;3,53%;yelow;fa;tower-observation
CIRA3505;7.02;-73.773;6/12/2019;368,92;16,98;385,9;95,60%;126,73;180,96;50,75%;0,00%;37,17%;9,50%;2,58%;red;fa;tower-observation
CIRA3505;7.02;-73.773;27/12/2019;368,92;16,98;385,9;95,60%;62,25;365,5;38,67%;0,00%;47,63%;12,87%;0,83%;yelow;fa;tower-observation
CIRA3505;7.02;-73.773;4/03/2020;368,92;16,98;385,9;95,60%;45,6;47;31,00%;0,00%;42,37%;20,25%;6,39%;yelow;fa;tower-observation
CIRA3536;7.02;-73.773;26/04/2021;70,22;69,78;140;50,16%;303,67;812,59;25,24%;0,00%;54,51%;16,41%;3,85%;red;fa;tower-observation
CIRA3536;7.02;-73.773;28/06/2021;70,22;69,78;140;50,16%;44,8;86,58;27,93%;0,00%;56,47%;10,54%;5,06%;yelow;fa;tower-observation
CIRA3538;7.02;-73.773;27/10/2021;180,06;19,94;200;90,03%;8,33;20,5;20,59%;0,00%;35,29%;10,88%;8,24%;green;fa;tower-observation
CIRA3537;7.02;-73.773;9/02/2022;735,65;54,35;790;93,12%;28,32;82,76;26,13%;0,00%;21,61%;6,59%;6,59%;yelow;fa;tower-observation
CIRA3505;7.02;-73.773;8/09/2022;166,22;9,78;176;94,44%;11,23;34,82;11,57%;0,00%;38,66%;11,81%;6,94%;yelow;fa;tower-observation
CIRA3538;7.02;-73.773;8/09/2022;104,07;9,63;113,7;91,53%;6,41;7,29;16,98%;0,00%;40,57%;19,34%;3,30%;green;fa;tower-observation
CIRA3538;7.02;-73.773;14/02/2023;104,07;9,63;113,7;91,53%;57,56;91,49;17,07%;0,00%;24,91%;22,66%;7,33%;yelow;fa;tower-observation
CIRA2853;7.01;-73.773;10/01/2023;59,46;9,81;69,27;85,83%;18,93;59,4;37,89%;0,00%;15,83%;14,15%;14,87%;yelow;fa;tower-observation
CIRA2042;7.01;-73.773;28/12/2022;752,17;53,73;805,9;93,33%;103,3;138,59;6,38%;0,00%;46,36%;3,13%;1,05%;red;fa;tower-observation
CIRA1284;6.99;-73.773;22/02/2023;0,18;11,52;11,7;1,50%;2,97;6,08;13,43%;0,00%;9,70%;14,18%;18,66%;green;fa;tower-observation
CIRA3053;6.99;-73.773;5/05/2022;573,06;26,94;600;95,51%;286,14;643,33;2,68%;0,00%;26,11%;28,58%;32,57%;red;fa;tower-observation
CIRA2888;6.99;-73.773;26/11/2019;144;66,4;210,4;68,29%;5,03;5,06;42,71%;0,00%;45,05%;4,95%;7,29%;green;fa;tower-observation
CIRA2888;6.99;-73.773;24/06/2021;190,2;59,8;250;76,08%;364,95;1870,23;96,05%;0,00%;2,85%;0,36%;0,74%;red;fa;tower-observation
CIRA2888;6.99;-73.773;12/07/2021;190,2;59,8;250;76,08%;1326,8;1993,05;49,72%;0,00%;45,37%;4,60%;0,30%;red;fa;tower-observation
CIRA2888;6.99;-73.773;30/09/2021;190,2;59,8;250;76,08%;27,76;59,29;8,64%;0,00%;38,08%;7,71%;7,71%;yelow;fa;tower-observation
CIRA2976;6.99;-73.773;16/11/2021;372,08;27,92;400;93,02%;34,41;61,79;5,93%;0,00%;32,30%;9,18%;20,37%;yelow;fa;tower-observation
CIRA2977;6.99;-73.773;21/01/2022;144,59;25,42;170;85,05%;22,63;24,05;9,02%;100,00%;10,08%;5,71%;3,61%;yelow;fa;tower-observation
CIRA2888;6.99;-73.773;5/09/2022;202,93;3,17;206,1;98,46%;34,54;328,12;6,86%;0,00%;49,76%;4,02%;1,89%;yelow;fa;tower-observation
CIRA2180;6.99;-73.773;22/02/2022;376,08;23,92;400;94,02%;74,36;285,66;50,98%;0,00%;17,49%;6,33%;5,41%;yelow;fa;tower-observation
CIRA2057;6.99;-73.773;18/10/2022;768,6;54,9;823,5;93,33%;32,59;64,92;25,44%;0,00%;26,51%;4,44%;7,13%;yelow;fa;tower-observation
CIRA2057;6.99;-73.773;4/11/2022;768,6;54,9;823,5;93,33%;178,72;347,6;12,31%;100,00%;13,89%;2,06%;0,85%;red;fa;tower-observation
CIRA2195;6.99;-73.773;23/12/2019;1201,95;96,05;1298;92,60%;7,26;7,39;45,62%;0,00%;18,78%;8,05%;27,55%;green;fa;tower-observation
CIRA2195;6.99;-73.773;12/05/2021;1150,3;79,7;1230;93,52%;331,22;491,86;6,08%;0,00%;11,72%;17,89%;64,32%;red;fa;tower-observation
CIRA2195;6.99;-73.773;2/07/2021;1150,3;79,7;1230;93,52%;4037,66;8910,51;2,53%;0,00%;9,18%;17,29%;71,00%;red;fa;tower-observation
CIRA2195;6.99;-73.773;10/03/2023;827,91;25,09;853;97,06%;1257,98;3438,48;2,69%;0,00%;40,03%;27,75%;10,30%;red;fa;tower-observation
CIRA2195;6.99;-73.773;28/03/2023;827,91;25,09;853;97,06%;1948,04;8097,08;2,03%;0,00%;29,29%;29,45%;13,72%;red;fa;tower-observation
CIRA3969;6.99;-73.773;18/03/2019;1492;154;1646;90,64%;41,32;99,66;85,63%;0,00%;12,76%;1,08%;0,53%;yelow;fa;tower-observation
CIRA3969;6.99;-73.773;2/04/2019;1492;154;1646;90,64%;85,2;175,16;41,21%;0,00%;50,62%;6,75%;1,42%;yelow;fa;tower-observation
CIRA3969;6.99;-73.773;5/09/2019;1658,27;101,73;1760;94,22%;29,33;29,78;43,81%;0,00%;31,86%;19,42%;4,91%;yelow;fa;tower-observation
CIRA3968;6.99;-73.773;13/03/2019;1022;97;1119;91,35%;115,61;169,2;94,45%;0,00%;2,52%;0,91%;2,12%;red;fa;tower-observation
CIRA3968;6.99;-73.773;12/11/2019;1120;33;1153;97,12%;1318,7;1324,36;90,22%;0,00%;9,40%;0,12%;0,26%;red;fa;tower-observation
