NamePozo;Latitud;Longitud;FechaMonitoreo;BWPD;BOPD;BFPD;BSW;PPMp;PPMm;25_45um;45_106um;106_212um;212_425um;mayor_425um;color_icono;Prefijo;icono 
CIRA3912;7029;-73.773;18/07/2022;153,58;43,32;196,9;78,00%;62,21;706,11;23,26%;0,00%;25,89%;4,50%;2,44%;yelow;fa;tower-observation
CIRA3913;7029;-73.773;27/10/2022;10,57;14,02;24,59;42,98%;28,12;57,5;34,72%;0,00%;23,82%;6,64%;11,61%;yelow;fa;tower-observation
CIRA3917;7029;-73.773;2/02/2023;81,04;19,36;100,4;80,71%;112,24;158,05;40,36%;0,00%;22,06%;9,10%;5,67%;red;fa;tower-observation
CIRA1866;7029;-73.773;25/04/2023;0,5;0,5;1;50,45%;56,23;114,28;10,14%;0,00%;46,81%;6,74%;1,88%;yelow;fa;tower-observation
CIRA1859;7028;-73.773;12/02/2020;1,83;11,21;13,04;14,00%;529,01;736,45;89,36%;0,00%;10,21%;0,32%;0,12%;red;fa;tower-observation
CIRA1859;7028;-73.773;19/08/2020;3,2;16,8;20;16,00%;42,78;43,1;42,95%;0,00%;47,47%;5,30%;4,29%;yelow;fa;tower-observation
CIRA1859;7028;-73.773;7/10/2022;0,1;4,9;5;2,00%;84,82;142,13;3,51%;100,00%;29,69%;3,84%;1,90%;yelow;fa;tower-observation
CIRA3916;7028;-73.773;22/10/2019;537;28,54;565,54;95,00%;1,66;4,12;46,67%;0,00%;29,17%;7,50%;16,67%;green;fa;tower-observation
CIRA3916;7028;-73.773;17/02/2020;537,26;28,28;565,54;95,00%;20,29;21,06;11,25%;0,00%;10,21%;5,36%;73,18%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;10/07/2021;149,1;60,9;210;71,00%;116,25;305,75;93,18%;0,00%;4,65%;2,09%;0,09%;red;fa;tower-observation
CIRA3936;7028;-73.773;10/07/2021;149,1;60,9;210;71,00%;76,5;684,06;93,96%;0,00%;4,31%;0,86%;0,86%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;11/07/2021;149,1;60,9;210;71,00%;60,97;83,96;94,08%;0,00%;4,07%;1,19%;0,66%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;11/07/2021;149,1;60,9;210;71,00%;28,72;113,09;93,39%;0,00%;4,68%;1,43%;0,50%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;12/07/2021;149,1;60,9;210;71,00%;49,74;68,81;95,96%;0,00%;2,51%;0,64%;0,88%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;12/07/2021;149,1;60,9;210;71,00%;433,78;4267,64;93,15%;0,00%;5,91%;0,41%;0,53%;red;fa;tower-observation
CIRA3936;7028;-73.773;13/07/2021;149,1;60,9;210;71,00%;1629;3030,18;53,12%;0,00%;41,48%;5,33%;0,07%;red;fa;tower-observation
CIRA3916;7028;-73.773;12/07/2021;570,12;29,88;600;95,02%;3,25;5,03;48,85%;0,00%;22,90%;15,27%;12,98%;green;fa;tower-observation
CIRA3936;7028;-73.773;13/07/2021;149,1;60,9;210;71,00%;580,15;2108,49;43,69%;0,00%;51,20%;4,95%;0,17%;red;fa;tower-observation
CIRA3936;7028;-73.773;14/07/2021;149,1;60,9;210;71,00%;2519,25;38739,73;83,74%;0,00%;15,39%;0,80%;0,07%;red;fa;tower-observation
CIRA3936;7028;-73.773;14/07/2021;149,1;60,9;210;71,00%;1223,02;23475,02;85,12%;0,00%;14,32%;0,50%;0,06%;red;fa;tower-observation
CIRA3936;7028;-73.773;15/07/2021;149,1;60,9;210;71,00%;605,94;2690,79;82,77%;0,00%;15,48%;1,72%;0,03%;red;fa;tower-observation
CIRA3936;7028;-73.773;15/07/2021;149,1;60,9;210;71,00%;622,41;1094,1;80,46%;0,00%;16,97%;2,38%;0,19%;red;fa;tower-observation
CIRA3936;7028;-73.773;16/07/2021;149,1;60,9;210;71,00%;655,87;1298,16;84,02%;0,00%;14,39%;1,56%;0,04%;red;fa;tower-observation
CIRA3936;7028;-73.773;16/07/2021;149,1;60,9;210;71,00%;229,31;847,89;78,52%;0,00%;19,35%;1,85%;0,28%;red;fa;tower-observation
CIRA3936;7028;-73.773;17/07/2021;149,1;60,9;210;71,00%;85,03;540,39;86,27%;0,00%;11,62%;1,41%;0,70%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;17/07/2021;149,1;60,9;210;71,00%;237,64;542,33;57,88%;0,00%;35,40%;6,38%;0,34%;red;fa;tower-observation
CIRA3936;7028;-73.773;18/07/2021;149,1;60,9;210;71,00%;183,79;811,96;37,95%;0,00%;44,10%;17,31%;0,64%;red;fa;tower-observation
CIRA3936;7028;-73.773;18/07/2021;149,1;60,9;210;71,00%;561,47;1190,16;27,77%;0,00%;57,18%;14,60%;0,45%;red;fa;tower-observation
CIRA3936;7028;-73.773;19/07/2021;149,1;60,9;210;71,00%;53,25;724,65;36,30%;0,00%;50,72%;12,42%;0,56%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;19/07/2021;149,1;60,9;210;71,00%;471,44;869,16;54,91%;0,00%;42,52%;2,40%;0,17%;red;fa;tower-observation
CIRA3936;7028;-73.773;21/07/2021;149,1;60,9;210;71,00%;92,27;181,74;72,02%;0,00%;25,93%;1,96%;0,10%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;21/07/2021;149,1;60,9;210;71,00%;187,1;217,1;59,59%;0,00%;35,73%;4,49%;0,19%;red;fa;tower-observation
CIRA3936;7028;-73.773;22/07/2021;149,1;60,9;210;71,00%;189,15;265,62;58,45%;0,00%;38,21%;3,18%;0,16%;red;fa;tower-observation
CIRA3936;7028;-73.773;22/07/2021;149,1;60,9;210;71,00%;485,64;779,4;64,50%;0,00%;30,97%;4,32%;0,21%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/07/2021;149,1;60,9;210;71,00%;110,36;182,97;58,21%;0,00%;37,55%;4,03%;0,21%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/07/2021;149,1;60,9;210;71,00%;137,53;210,4;51,79%;0,00%;44,23%;3,88%;0,10%;red;fa;tower-observation
CIRA3936;7028;-73.773;24/07/2021;149,1;60,9;210;71,00%;1068,2;3934,85;50,17%;0,00%;44,19%;5,39%;0,25%;red;fa;tower-observation
CIRA3936;7028;-73.773;4/08/2021;149,1;60,9;210;71,00%;1330,95;3723,2;74,03%;0,00%;24,66%;1,13%;0,18%;red;fa;tower-observation
CIRA3936;7028;-73.773;4/08/2021;149,1;60,9;210;71,00%;272,83;3723,2;62,91%;0,00%;32,46%;4,10%;0,53%;red;fa;tower-observation
CIRA3936;7028;-73.773;9/08/2021;149,1;60,9;210;71,00%;158,43;246,94;47,22%;0,00%;42,40%;9,35%;1,02%;red;fa;tower-observation
CIRA3936;7028;-73.773;10/08/2021;149,1;60,9;210;71,00%;119,58;347,37;60,16%;0,00%;30,89%;7,22%;1,72%;red;fa;tower-observation
CIRA3936;7028;-73.773;17/08/2021;149,1;60,9;210;71,00%;90,44;352,85;65,69%;0,00%;25,77%;5,94%;2,60%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;18/08/2021;149,1;60,9;210;71,00%;82,9;225,76;38,46%;0,00%;42,74%;14,27%;4,53%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;18/08/2021;149,1;60,9;210;71,00%;18,34;3340,36;38,00%;0,00%;45,02%;13,89%;3,09%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;19/08/2021;149,1;60,9;210;71,00%;220,3;300,83;65,66%;0,00%;27,93%;5,93%;0,48%;red;fa;tower-observation
CIRA3936;7028;-73.773;19/08/2021;149,1;60,9;210;71,00%;361,77;666,33;26,44%;0,00%;53,02%;17,16%;3,38%;red;fa;tower-observation
CIRA3936;7028;-73.773;20/08/2021;149,1;60,9;210;71,00%;179,65;1087,56;17,64%;0,00%;23,76%;26,50%;32,09%;red;fa;tower-observation
CIRA3936;7028;-73.773;20/08/2021;149,1;60,9;210;71,00%;82,17;141,76;45,47%;0,00%;25,14%;23,12%;6,27%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;21/08/2021;149,1;60,9;210;71,00%;4986,69;30469,11;24,35%;0,00%;57,12%;11,37%;7,16%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/08/2021;149,1;60,9;210;71,00%;18048,24;50756,79;53,23%;0,00%;46,71%;0,05%;0,01%;red;fa;tower-observation
CIRA3936;7028;-73.773;25/08/2021;149,1;60,9;210;71,00%;2310,64;5390,97;32,26%;100,00%;5,92%;0,05%;0,02%;red;fa;tower-observation
CIRA3936;7028;-73.773;25/08/2021;149,1;60,9;210;71,00%;245,45;1583,4;23,88%;100,00%;5,32%;0,08%;0,06%;red;fa;tower-observation
CIRA3936;7028;-73.773;26/08/2021;149,1;60,9;210;71,00%;618,56;1622,55;33,46%;100,00%;4,82%;0,18%;0,07%;red;fa;tower-observation
CIRA3936;7028;-73.773;26/08/2021;149,1;60,9;210;71,00%;1368,74;2694,93;38,52%;100,00%;4,52%;0,42%;0,14%;red;fa;tower-observation
CIRA3936;7028;-73.773;27/08/2021;149,1;60,9;210;71,00%;396,47;854,25;31,83%;100,00%;13,08%;0,33%;0,21%;red;fa;tower-observation
CIRA3936;7028;-73.773;27/08/2021;149,1;60,9;210;71,00%;58,14;123,51;11,17%;100,00%;23,66%;3,67%;0,63%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;28/08/2021;149,1;60,9;210;71,00%;202,56;2401,2;24,47%;0,00%;28,54%;7,18%;3,50%;red;fa;tower-observation
CIRA3936;7028;-73.773;30/08/2021;149,1;60,9;210;71,00%;1386,98;4118,15;45,82%;100,00%;2,49%;0,08%;0,04%;red;fa;tower-observation
CIRA3936;7028;-73.773;30/08/2021;149,1;60,9;210;71,00%;1431,53;4040,57;46,97%;100,00%;2,52%;0,12%;0,07%;red;fa;tower-observation
CIRA3936;7028;-73.773;31/08/2021;149,1;60,9;210;71,00%;187,04;838,05;34,25%;100,00%;8,22%;0,38%;0,14%;red;fa;tower-observation
CIRA3936;7028;-73.773;1/09/2021;149,1;60,9;210;71,00%;18,53;83,36;39,28%;0,00%;29,74%;1,12%;0,79%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;1/09/2021;149,1;60,9;210;71,00%;466,49;1028,38;29,36%;100,00%;4,67%;0,35%;5,53%;red;fa;tower-observation
CIRA3936;7028;-73.773;2/09/2021;149,1;60,9;210;71,00%;189,9;386,66;21,17%;100,00%;16,13%;0,61%;0,06%;red;fa;tower-observation
CIRA3936;7028;-73.773;2/09/2021;149,1;60,9;210;71,00%;2696,26;4272,22;25,56%;100,00%;13,86%;0,52%;0,37%;red;fa;tower-observation
CIRA3936;7028;-73.773;3/09/2021;149,1;60,9;210;71,00%;1955,97;5087,3;12,43%;100,00%;17,14%;0,81%;0,25%;red;fa;tower-observation
CIRA3936;7028;-73.773;3/09/2021;149,1;60,9;210;71,00%;572,58;1220,84;20,31%;100,00%;10,35%;2,67%;1,05%;red;fa;tower-observation
CIRA3936;7028;-73.773;4/09/2021;149,1;60,9;210;71,00%;142,62;563,94;23,23%;100,00%;19,28%;1,13%;0,22%;red;fa;tower-observation
CIRA3936;7028;-73.773;6/09/2021;149,1;60,9;210;71,00%;187,51;782,11;23,14%;100,00%;12,20%;0,51%;0,19%;red;fa;tower-observation
CIRA3936;7028;-73.773;6/09/2021;149,1;60,9;210;71,00%;181,45;454,94;21,22%;100,00%;22,25%;1,89%;1,46%;red;fa;tower-observation
CIRA3936;7028;-73.773;7/09/2021;149,1;60,9;210;71,00%;69,27;193,02;25,43%;100,00%;18,68%;1,58%;0,27%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;7/09/2021;149,1;60,9;210;71,00%;66,2;87,87;77,22%;0,00%;17,78%;1,53%;0,33%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;8/09/2021;149,1;60,9;210;71,00%;52,33;214,15;23,52%;100,00%;18,79%;1,29%;1,23%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;8/09/2021;149,1;60,9;210;71,00%;234,17;456,99;13,87%;100,00%;27,15%;2,89%;1,45%;red;fa;tower-observation
CIRA3936;7028;-73.773;9/09/2021;149,1;60,9;210;71,00%;88,71;181,05;19,42%;100,00%;17,44%;0,05%;4,37%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;9/09/2021;149,1;60,9;210;71,00%;71,93;239,44;26,00%;0,00%;22,91%;1,37%;1,17%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;10/09/2021;149,1;60,9;210;71,00%;115,32;200,67;32,49%;0,00%;24,51%;4,97%;3,12%;red;fa;tower-observation
CIRA3936;7028;-73.773;10/09/2021;149,1;60,9;210;71,00%;85,81;182,96;25,29%;0,00%;23,90%;2,00%;0,18%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;11/09/2021;149,1;60,9;210;71,00%;70,28;238,17;14,64%;100,00%;25,98%;1,77%;0,75%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;21/09/2021;149,1;60,9;210;71,00%;335,97;998,79;20,59%;100,00%;25,72%;2,21%;1,07%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/09/2021;149,1;60,9;210;71,00%;784,36;1799,66;21,85%;100,00%;23,83%;2,40%;0,82%;red;fa;tower-observation
CIRA3936;7028;-73.773;28/09/2021;149,1;60,9;210;71,00%;208,8;1329,34;16,99%;0,00%;31,37%;2,39%;1,28%;red;fa;tower-observation
CIRA3936;7028;-73.773;29/09/2021;149,1;60,9;210;71,00%;200,7;697,7;25,36%;100,00%;19,14%;1,74%;0,65%;red;fa;tower-observation
CIRA3936;7028;-73.773;1/10/2021;149,1;60,9;210;71,00%;95,27;253,83;20,43%;0,00%;28,68%;2,93%;0,54%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;6/10/2021;149,1;60,9;210;71,00%;107,91;428,88;19,80%;0,00%;29,48%;3,66%;0,90%;red;fa;tower-observation
CIRA3936;7028;-73.773;6/10/2021;149,1;60,9;210;71,00%;113,18;223,08;15,86%;0,00%;26,18%;9,44%;5,16%;red;fa;tower-observation
CIRA3936;7028;-73.773;9/10/2021;149,1;60,9;210;71,00%;229,19;611,96;17,72%;100,00%;24,96%;2,99%;3,36%;red;fa;tower-observation
CIRA3936;7028;-73.773;13/10/2021;149,1;60,9;210;71,00%;311,74;519,07;36,40%;100,00%;7,81%;0,62%;0,37%;red;fa;tower-observation
CIRA3936;7028;-73.773;14/10/2021;149,1;60,9;210;71,00%;13,8;143,79;5,08%;0,00%;36,98%;4,78%;4,62%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;19/10/2021;149,1;60,9;210;71,00%;114,94;560,41;17,28%;100,00%;20,35%;2,14%;1,11%;red;fa;tower-observation
CIRA3936;7028;-73.773;19/10/2021;149,1;60,9;210;71,00%;16,31;26,51;8,18%;0,00%;39,35%;7,01%;5,71%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;21/10/2021;149,1;60,9;210;71,00%;370,12;720,02;15,01%;0,00%;27,23%;6,21%;2,10%;red;fa;tower-observation
CIRA3936;7028;-73.773;21/10/2021;149,1;60,9;210;71,00%;317,49;1288,17;7,81%;0,00%;34,76%;6,34%;3,27%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/10/2021;149,1;60,9;210;71,00%;132,07;250,87;6,59%;100,00%;34,67%;3,82%;2,02%;red;fa;tower-observation
CIRA3936;7028;-73.773;26/10/2021;149,1;60,9;210;71,00%;95,1;222,91;21,76%;100,00%;16,91%;2,12%;2,51%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;26/10/2021;149,1;60,9;210;71,00%;26,8;54,42;6,43%;0,00%;39,34%;6,25%;3,68%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;28/10/2021;149,1;60,9;210;71,00%;3813,42;11612,06;15,60%;0,00%;31,76%;2,84%;1,28%;red;fa;tower-observation
CIRA3936;7028;-73.773;29/10/2021;149,1;60,9;210;71,00%;201,79;414,24;22,90%;0,00%;26,65%;3,66%;0,77%;red;fa;tower-observation
CIRA3936;7028;-73.773;3/11/2021;149,1;60,9;210;71,00%;194,81;406,8;27,62%;0,00%;22,54%;2,92%;1,86%;red;fa;tower-observation
CIRA3936;7028;-73.773;3/11/2021;149,1;60,9;210;71,00%;500,48;779,54;24,71%;0,00%;29,61%;4,10%;0,99%;red;fa;tower-observation
CIRA3936;7028;-73.773;1/12/2021;149,1;60,9;210;71,00%;303,92;563,84;17,90%;100,00%;23,01%;1,68%;1,02%;red;fa;tower-observation
CIRA3936;7028;-73.773;3/12/2021;149,1;60,9;210;71,00%;23,12;52,12;17,65%;0,00%;26,38%;8,73%;1,96%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;7/12/2021;149,1;60,9;210;71,00%;254,89;833,27;13,92%;100,00%;27,45%;2,59%;0,51%;red;fa;tower-observation
CIRA3936;7028;-73.773;14/12/2021;149,1;60,9;210;71,00%;52,55;165,7;15,68%;0,00%;27,29%;5,17%;2,72%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;13/01/2022;149,1;60,9;210;71,00%;155,6;606;23,46%;100,00%;16,21%;0,78%;0,06%;red;fa;tower-observation
CIRA3936;7028;-73.773;11/02/2022;149,1;60,9;210;71,00%;42,47;82;7,01%;0,00%;32,81%;9,81%;3,22%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;2/04/2022;149,1;60,9;210;71,00%;1210,12;1471,73;12,77%;100,00%;7,26%;0,24%;0,14%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/05/2022;194,57;16,43;211;92,22%;419,84;482,96;19,10%;100,00%;10,21%;0,40%;0,16%;red;fa;tower-observation
CIRA3936;7028;-73.773;14/07/2022;194,57;16,43;211;92,22%;37,55;368,16;7,08%;100,00%;10,88%;3,71%;1,24%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;12/08/2022;194,57;16,43;211;92,22%;361,68;411,99;18,66%;0,00%;58,13%;0,63%;0,29%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/09/2022;194,57;16,43;211;92,22%;69,74;111,07;12,27%;0,00%;45,36%;3,91%;2,05%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;10/10/2022;194,57;16,43;211;92,22%;290,65;296,75;10,99%;0,00%;38,90%;4,24%;0,23%;red;fa;tower-observation
CIRA3936;7028;-73.773;13/12/2022;194,57;16,43;211;92,22%;68,22;163,86;17,72%;100,00%;9,78%;2,69%;15,08%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;22/12/2022;194,57;16,43;211;92,22%;608,44;815,11;25,80%;100,00%;4,80%;0,53%;0,72%;red;fa;tower-observation
CIRA3936;7028;-73.773;23/02/2023;211;0;211;100,00%;722,86;1560,13;23,83%;100,00%;6,27%;0,37%;0,31%;red;fa;tower-observation
CIRA3936;7028;-73.773;10/05/2023;211;0;211;100,00%;88,22;190,51;7,93%;100,00%;16,41%;0,78%;0,31%;yelow;fa;tower-observation
CIRA3936;7028;-73.773;27/05/2023;211;0;211;100,00%;550,39;944,42;25,51%;100,00%;21,98%;0,26%;0,24%;red;fa;tower-observation
CIRA1861;7028;-73.773;25/04/2023;0,6;2,4;3;20,00%;6,66;12,71;12,39%;0,00%;23,01%;36,28%;22,12%;green;fa;tower-observation
CIRA1775;7027;-73.773;4/06/2019;397;28,08;425,08;93,30%;15,72;29,3;39,93%;0,00%;33,38%;14,68%;12,01%;yelow;fa;tower-observation
CIRA1775;7027;-73.773;14/02/2020;346,83;33,88;380,71;91,10%;17,15;18,24;36,83%;0,00%;45,68%;12,55%;4,94%;yelow;fa;tower-observation
CIRA1775;7027;-73.773;19/08/2020;364;36;400;91,00%;22,41;22,58;31,20%;0,00%;21,69%;12,78%;34,32%;yelow;fa;tower-observation
CIRA1775;7027;-73.773;16/12/2020;364,12;35,88;400;91,03%;97,65;151,42;48,86%;0,00%;45,01%;4,86%;1,27%;yelow;fa;tower-observation
CIRA1775;7027;-73.773;22/12/2022;374,59;23,41;398;94,12%;6,8;14,41;21,78%;0,00%;20,47%;6,04%;15,22%;green;fa;tower-observation
CIRA1864;7027;-73.773;24/02/2023;0,38;1,62;2;19,00%;27,48;51,33;55,64%;0,00%;9,82%;6,18%;11,64%;yelow;fa;tower-observation
CIRA3915;7027;-73.773;26/12/2019;806,13;21,52;827,65;97,40%;11,01;11,25;74,22%;0,00%;14,10%;5,78%;5,90%;yelow;fa;tower-observation
CIRA3915;7027;-73.773;18/11/2020;843,99;26,01;870;97,01%;154,94;344,16;80,69%;0,00%;14,76%;2,05%;2,50%;red;fa;tower-observation
CIRA3915;7027;-73.773;25/01/2023;266,27;5,73;272;97,90%;17,07;40,43;17,67%;0,00%;22,52%;28,93%;15,73%;yelow;fa;tower-observation
CIRA3915;7027;-73.773;28/02/2023;266,27;5,73;272;97,90%;68,91;135,75;19,03%;0,00%;15,27%;11,52%;44,45%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;24/04/2019;1066;39,81;1105,81;96,43%;259,47;805,48;73,86%;0,00%;20,47%;4,80%;0,87%;red;fa;tower-observation
CIRA2536;7026;-73.773;6/05/2019;1066;39,81;1105,81;96,43%;172,85;191,3;41,94%;0,00%;33,37%;21,67%;3,02%;red;fa;tower-observation
CIRA2536;7026;-73.773;30/05/2019;1066;39,81;1105,81;96,43%;3370,59;6120,18;49,50%;0,00%;44,83%;5,45%;0,22%;red;fa;tower-observation
CIRA2536;7026;-73.773;4/06/2019;1066;39,81;1105,81;96,43%;568,9;1133,52;60,07%;0,00%;35,67%;3,88%;0,38%;red;fa;tower-observation
CIRA2536;7026;-73.773;6/06/2019;1066;39,81;1105,81;96,43%;49,64;50,7;66,85%;0,00%;25,62%;3,85%;3,69%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;10/06/2019;1066;39,81;1105,81;96,43%;265,95;734,77;79,82%;0,00%;18,60%;1,41%;0,17%;red;fa;tower-observation
CIRA2536;7026;-73.773;17/06/2019;1066;39,81;1105,81;96,43%;57,52;104,45;61,88%;0,00%;29,39%;4,98%;3,75%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;26/06/2019;1066;39,81;1105,81;96,43%;49,02;78,78;49,51%;0,00%;44,79%;2,66%;3,04%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;8/07/2019;1066;39,81;1105,81;96,43%;75,83;109,82;44,16%;0,00%;25,96%;9,74%;20,14%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;6/03/2019;822;46,76;868,76;94,60%;88,11;187,4;37,31%;0,00%;32,76%;26,58%;3,35%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;15/03/2019;822;46,76;868,76;94,60%;38,66;56,09;73,13%;0,00%;22,53%;3,65%;0,69%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;16/07/2019;1066;39,81;1105,81;96,43%;46,62;54,05;28,45%;0,00%;20,63%;6,66%;44,27%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;23/07/2019;1066;39,81;1105,81;96,43%;22,95;23,18;56,00%;0,00%;36,55%;2,21%;5,24%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;30/07/2019;689;120,79;809,79;85,10%;4,52;9,65;44,52%;0,00%;30,98%;12,10%;12,39%;green;fa;tower-observation
CIRA2536;7026;-73.773;6/08/2019;689,11;120,68;809,79;85,10%;5,28;5,29;29,03%;0,00%;40,94%;12,90%;17,12%;green;fa;tower-observation
CIRA2536;7026;-73.773;26/08/2019;689,11;120,68;809,79;85,10%;27,6;31,49;45,59%;0,00%;23,27%;10,58%;20,55%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;4/09/2019;689,11;120,68;809,79;85,10%;11,58;13,32;47,37%;0,00%;28,63%;9,11%;14,89%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;16/09/2019;689;120,79;809,79;85,10%;14,75;18,64;47,42%;0,00%;43,86%;4,54%;4,18%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;7/10/2019;355,28;57,84;413,12;86,00%;7,58;9,69;21,44%;0,00%;43,05%;11,06%;24,46%;green;fa;tower-observation
CIRA2536;7026;-73.773;21/10/2019;355;58,12;413,12;86,00%;6,72;9,78;52,61%;0,00%;28,47%;8,29%;10,63%;green;fa;tower-observation
CIRA2536;7026;-73.773;25/11/2019;355;58,12;413,12;86,00%;9,08;9,91;53,66%;0,00%;29,09%;8,71%;8,54%;green;fa;tower-observation
CIRA2536;7026;-73.773;13/12/2019;355,28;57,84;413,12;86,00%;68,4;115;54,52%;0,00%;31,26%;8,00%;6,22%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;23/12/2019;355,28;57,84;413,12;86,00%;4,99;6,68;34,01%;0,00%;50,40%;8,84%;6,80%;green;fa;tower-observation
CIRA2536;7026;-73.773;2/01/2020;355,28;57,84;413,12;86,00%;21,18;23,24;51,81%;0,00%;38,64%;5,93%;3,62%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;9/01/2020;355,28;57,84;413,12;86,00%;23,01;23,65;70,75%;0,00%;27,81%;0,43%;1,01%;yelow;fa;tower-observation
CIRA2536;7026;-73.773;11/02/2020;355,28;57,84;413,12;86,00%;4,75;4,93;52,48%;0,00%;25,53%;2,84%;19,15%;green;fa;tower-observation
CIRA2536;7026;-73.773;25/02/2020;355,28;57,84;413,12;86,00%;7,17;7,44;40,95%;0,00%;22,86%;20,00%;16,19%;green;fa;tower-observation
CIRA2655;7026;-73.773;4/06/2019;556;103,66;659,66;84,25%;117,9;401,29;71,62%;0,00%;25,93%;2,14%;0,32%;red;fa;tower-observation
CIRA2655;7026;-73.773;28/06/2019;556;103,66;659,66;84,25%;836,33;1065,07;58,68%;0,00%;39,23%;1,89%;0,20%;red;fa;tower-observation
CIRA2655;7026;-73.773;5/07/2019;556;103,66;659,66;84,25%;51,91;54,17;54,37%;0,00%;41,06%;4,20%;0,37%;yelow;fa;tower-observation
CIRA2655;7026;-73.773;9/07/2019;556;103,66;659,66;84,25%;65,85;121,33;53,46%;0,00%;40,12%;5,86%;0,56%;yelow;fa;tower-observation
CIRA2655;7026;-73.773;26/07/2019;304;30,61;334,61;90,78%;19,68;44,34;85,06%;0,00%;5,40%;7,00%;2,53%;yelow;fa;tower-observation
CIRA3909;7026;-73.773;7/05/2019;177;16,39;193,39;91,69%;84,29;84,59;98,69%;0,00%;0,52%;0,79%;0,00%;yelow;fa;tower-observation
CIRA3909;7026;-73.773;25/06/2019;177;16,39;193,39;91,69%;436,39;613,41;98,83%;0,00%;0,07%;0,47%;0,62%;red;fa;tower-observation
CIRA3909;7026;-73.773;31/07/2019;347;46,26;393,26;88,30%;24,97;54,93;92,35%;0,00%;6,49%;0,85%;0,31%;yelow;fa;tower-observation
CIRA3909;7026;-73.773;5/08/2019;260,57;21,13;281,7;92,50%;60,92;80,94;94,30%;0,00%;4,79%;0,49%;0,41%;yelow;fa;tower-observation
CIRA3909;7026;-73.773;23/12/2019;571,34;43,67;615;92,90%;351,29;364,82;9,46%;0,00%;25,92%;55,68%;8,95%;red;fa;tower-observation
CIRA3909;7026;-73.773;2/01/2020;571,34;43,67;615;92,90%;534,44;664,72;38,98%;0,00%;58,29%;0,19%;2,54%;red;fa;tower-observation
CIRA3909;7026;-73.773;8/01/2020;571,34;43,67;615;92,90%;7906,44;15966,72;7,80%;0,00%;28,26%;32,21%;31,73%;red;fa;tower-observation
CIRA3909;7026;-73.773;4/02/2020;571,34;43,67;615;92,90%;146,74;274,27;91,68%;0,00%;4,75%;1,40%;2,17%;red;fa;tower-observation
CIRA3909;7026;-73.773;11/02/2020;571,34;43,67;615;92,90%;46,38;125,76;85,11%;0,00%;9,30%;3,08%;2,50%;yelow;fa;tower-observation
